,b,delta,H,MAPE
4362,-6.900000000000011,1122,"[-54956.80000000044, -199897.00000000081, -306472.500000001, -396267.5000000012, -636333.0000000016]",0.495668659313589
4363,-6.900000000000011,1123,"[-60055.80000000044, -208132.00000000081, -315922.500000001, -407142.5000000012, -648948.0000000016]",0.48775757212165677
4364,-6.900000000000011,1124,"[-65088.80000000044, -216245.00000000081, -325220.500000001, -417835.5000000012, -661321.0000000016]",0.48035781701107877
4365,-6.900000000000011,1125,"[-70055.80000000044, -224236.00000000081, -334366.500000001, -428346.5000000012, -673452.0000000016]",0.47341924976110306
4366,-6.900000000000011,1126,"[-74956.80000000044, -232105.00000000081, -343360.500000001, -438675.5000000012, -685341.0000000016]",0.46689801868624564
4367,-6.900000000000011,1127,"[-79791.80000000044, -239852.00000000081, -352202.500000001, -448822.5000000012, -696988.0000000016]",0.46075560578872715
4368,-6.900000000000011,1128,"[-84560.80000000044, -247477.00000000081, -360892.500000001, -458787.5000000012, -708393.0000000016]",0.4549580379835434
4369,-6.900000000000011,1129,"[-89263.80000000044, -254980.00000000081, -369430.500000001, -468570.5000000012, -719556.0000000016]",0.44947523420959723
4370,-6.900000000000011,1130,"[-93900.80000000044, -262361.0000000008, -377816.500000001, -478171.5000000012, -730477.0000000016]",0.4442804618745154
4371,-6.900000000000011,1131,"[-98471.80000000044, -269620.0000000008, -386050.500000001, -487590.5000000012, -741156.0000000016]",0.43934988184914825
4372,-6.900000000000011,1132,"[-102976.80000000044, -276757.0000000008, -394132.500000001, -496827.5000000012, -751593.0000000014]",0.4346621656235897
4373,-6.900000000000011,1133,"[-107415.80000000044, -283772.0000000008, -402062.500000001, -505882.5000000012, -761788.0000000014]",0.4301981716133872
4374,-6.900000000000011,1134,"[-111788.80000000042, -290665.0000000008, -409840.500000001, -514755.5000000012, -771741.0000000014]",0.4259406702182987
4375,-6.900000000000011,1135,"[-116095.80000000042, -297436.0000000008, -417466.500000001, -523446.5000000012, -781452.0000000014]",0.42187410927344404
4376,-6.900000000000011,1136,"[-120336.80000000042, -304085.0000000008, -424940.500000001, -531955.5000000012, -790921.0000000014]",0.41798441313174195
4377,-6.900000000000011,1137,"[-124511.80000000042, -310612.0000000008, -432262.500000001, -540282.5000000012, -800148.0000000014]",0.4142588098795151
4378,-6.900000000000011,1138,"[-128620.80000000042, -317017.0000000008, -439432.500000001, -548427.5000000012, -809133.0000000014]",0.41068568219075524
4379,-6.900000000000011,1139,"[-132663.8000000004, -323300.0000000008, -446450.500000001, -556390.5000000012, -817876.0000000014]",0.4072544381276459
4380,-6.900000000000011,1140,"[-136640.8000000004, -329461.0000000008, -453316.500000001, -564171.5000000012, -826377.0000000014]",0.40395539883949816
4381,-6.900000000000011,1141,"[-140551.8000000004, -335500.0000000008, -460030.500000001, -571770.5000000012, -834636.0000000014]",0.40077970063293344
4382,-6.900000000000011,1142,"[-144396.8000000004, -341417.0000000008, -466592.500000001, -579187.5000000012, -842653.0000000014]",0.39771920930882143
4383,-6.900000000000011,1143,"[-148175.8000000004, -347212.0000000008, -473002.500000001, -586422.5000000012, -850428.0000000014]",0.39476644500625446
4384,-6.900000000000011,1144,"[-151888.8000000004, -352885.0000000008, -479260.500000001, -593475.5000000012, -857961.0000000014]",0.39191451607631655
4385,-6.900000000000011,1145,"[-155535.8000000004, -358436.0000000008, -485366.500000001, -600346.5000000012, -865252.0000000014]",0.3891570607408674
4386,-6.900000000000011,1146,"[-159116.8000000004, -363865.0000000008, -491320.500000001, -607035.5000000012, -872301.0000000014]",0.38648819548364405
4387,-6.900000000000011,1147,"[-162631.8000000004, -369172.0000000008, -497122.500000001, -613542.5000000012, -879108.0000000014]",0.38390246928033267
4388,-6.900000000000011,1148,"[-166080.8000000004, -374357.0000000008, -502772.500000001, -619867.5000000012, -885673.0000000014]",0.3813948229069706
4389,-6.900000000000011,1149,"[-169463.8000000004, -379420.0000000008, -508270.500000001, -626010.5000000012, -891996.0000000014]",0.37896055267694334
4390,-6.900000000000011,1150,"[-172780.8000000004, -384361.0000000008, -513616.500000001, -631971.5000000012, -898077.0000000014]",0.37659527804987264
4391,-6.900000000000011,1151,"[-176031.8000000004, -389180.0000000008, -518810.500000001, -637750.5000000012, -903916.0000000014]",0.3742949126339723
4392,-6.900000000000011,1152,"[-179216.8000000004, -393877.0000000008, -523852.500000001, -643347.5000000012, -909513.0000000014]",0.3720556381695449
4393,-6.900000000000011,1153,"[-182335.8000000004, -398452.0000000008, -528742.500000001, -648762.5000000012, -914868.0000000014]",0.36987388113726627
4394,-6.900000000000011,1154,"[-185388.8000000004, -402905.0000000008, -533480.5000000009, -653995.5000000012, -919981.0000000014]",0.36774629168245065
4395,-6.900000000000011,1155,"[-188375.8000000004, -407236.0000000008, -538066.5000000009, -659046.5000000012, -924852.0000000014]",0.36566972458699226
4396,-6.900000000000011,1156,"[-191296.8000000004, -411445.0000000008, -542500.500000001, -663915.5000000012, -929481.0000000014]",0.3636412220552778
4397,-6.900000000000011,1157,"[-194151.8000000004, -415532.0000000008, -546782.500000001, -668602.5000000012, -933868.0000000014]",0.3616579981099964
4398,-6.900000000000011,1158,"[-196940.8000000004, -419497.0000000008, -550912.500000001, -673107.5000000012, -938013.0000000014]",0.3597174244192164
4399,-6.900000000000011,1159,"[-199663.8000000004, -423340.0000000008, -554890.500000001, -677430.5000000012, -941916.0000000014]",0.35781701739800154
4400,-6.900000000000011,1160,"[-202320.8000000004, -427061.0000000008, -558716.500000001, -681571.5000000012, -945577.0000000014]",0.3559544264467327
4401,-6.900000000000011,1161,"[-204911.8000000004, -430660.0000000008, -562390.500000001, -685530.5000000012, -948996.0000000014]",0.3541274232046388
4402,-6.900000000000011,1162,"[-207436.8000000004, -434137.0000000008, -565912.500000001, -689307.5000000012, -952173.0000000014]",0.35233389171119844
4403,-6.900000000000011,1163,"[-209895.8000000004, -437492.0000000008, -569282.500000001, -692902.5000000012, -955108.0000000014]",0.350571819380365
4404,-6.900000000000011,1164,"[-212288.8000000004, -440725.0000000008, -572500.500000001, -696315.5000000012, -957801.0000000014]",0.34883928870326003
4405,-6.900000000000011,1165,"[-214615.8000000004, -443836.0000000008, -575566.500000001, -699546.5000000012, -960252.0000000014]",0.3471344696042955
4406,-6.900000000000011,1166,"[-216876.8000000004, -446825.0000000008, -578480.500000001, -702595.5000000012, -962461.0000000014]",0.34545561238381917
4407,-6.900000000000011,1167,"[-219071.8000000004, -449692.0000000008, -581242.500000001, -705462.5000000012, -964428.0000000014]",0.34380104118748295
4408,-6.900000000000011,1168,"[-221200.8000000004, -452437.0000000008, -583852.500000001, -708147.5000000012, -966153.0000000014]",0.3421691479487553
4409,-6.900000000000011,1169,"[-223263.8000000004, -455060.0000000008, -586310.500000001, -710650.5000000012, -967636.0000000014]",0.3405583867564495
4410,-6.900000000000011,1170,"[-225260.8000000004, -457561.0000000008, -588616.500000001, -712971.5000000012, -968877.0000000014]",0.33896726860391607
4411,-6.900000000000011,1171,"[-227191.8000000004, -459940.0000000008, -590770.500000001, -715110.5000000012, -969876.0000000014]",0.3373943564807426
4412,-6.900000000000011,1172,"[-229056.8000000004, -462197.0000000008, -592772.500000001, -717067.5000000012, -970633.0000000014]",0.3358382607714813
4413,-6.900000000000011,1173,"[-230855.8000000004, -464332.0000000008, -594622.500000001, -718842.5000000012, -971148.0000000014]",0.3342976349291536
4414,-6.900000000000011,1174,"[-232588.8000000004, -466345.0000000008, -596320.500000001, -720435.5000000012, -971421.0000000014]",0.3327711713941109
4415,-6.900000000000011,1175,"[-234255.8000000004, -468236.0000000008, -597866.500000001, -721846.5000000012, -971452.0000000014]",0.3312575977313096
4416,-6.900000000000011,1176,"[-235856.8000000004, -470005.0000000008, -599260.500000001, -723075.5000000012, -971241.0000000014]",0.3297556729612218
4417,-6.900000000000011,1177,"[-237391.8000000004, -471652.0000000008, -600502.500000001, -724122.5000000012, -970788.0000000014]",0.32826418406149144
4418,-6.900000000000011,1178,"[-238860.8000000004, -473177.0000000008, -601592.500000001, -724987.5000000012, -970093.0000000014]",0.32678194261808075
4419,-6.900000000000011,1179,"[-240263.8000000004, -474580.0000000008, -602530.500000001, -725670.5000000012, -969156.0000000014]",0.32536776432699976
4420,-6.900000000000011,1180,"[-241600.8000000004, -475861.0000000008, -603316.500000001, -726171.5000000012, -967977.0000000014]",0.32406021930615364
4421,-6.900000000000011,1181,"[-242871.8000000004, -477020.0000000008, -603950.500000001, -726490.5000000012, -966556.0000000014]",0.32275881033467324
4422,-6.900000000000011,1182,"[-244076.8000000004, -478057.0000000008, -604432.500000001, -726627.5000000012, -964893.0000000014]",0.3214625371278255
4423,-6.900000000000011,1183,"[-245215.8000000004, -478972.0000000008, -604762.500000001, -726582.5000000012, -962988.0000000014]",0.32017040929451285
4424,-6.900000000000011,1184,"[-246288.8000000004, -479765.0000000008, -604940.500000001, -726355.5000000012, -960841.0000000014]",0.3188814438106432
4425,-6.900000000000011,1185,"[-247295.8000000004, -480436.0000000008, -604966.500000001, -725946.5000000012, -958452.0000000014]",0.31759466252458324
4426,-6.900000000000011,1186,"[-248236.8000000004, -480985.0000000008, -604840.500000001, -725355.5000000012, -955821.0000000014]",0.31630908968138777
4427,-6.900000000000011,1187,"[-249111.8000000004, -481412.0000000008, -604562.500000001, -724582.5000000012, -952948.0000000014]",0.3150237494526354
4428,-6.900000000000011,1188,"[-249920.8000000004, -481717.0000000008, -604132.500000001, -723627.5000000012, -949833.0000000014]",0.3137376634587151
4429,-6.900000000000011,1189,"[-250663.8000000004, -481900.0000000008, -603550.500000001, -722490.5000000012, -946476.0000000014]",0.31244984827030287
4430,-6.900000000000011,1190,"[-251340.8000000004, -481961.0000000008, -602816.500000001, -721171.5000000012, -942877.0000000014]",0.31115931287553744
4431,-6.900000000000011,1191,"[-251951.8000000004, -481900.0000000008, -601930.500000001, -719670.5000000012, -939036.0000000014]",0.30986505609905773
4432,-6.900000000000011,1192,"[-252496.8000000004, -481717.0000000008, -600892.500000001, -717987.5000000012, -934953.0000000014]",0.3085660639585699
4433,-6.900000000000011,1193,"[-252975.8000000004, -481412.0000000008, -599702.500000001, -716122.5000000012, -930628.0000000014]",0.30726130694400056
4434,-6.900000000000011,1194,"[-253388.8000000004, -480985.0000000008, -598360.500000001, -714075.5000000012, -926061.0000000014]",0.305949737203514
4435,-6.900000000000011,1195,"[-253735.8000000004, -480436.0000000008, -596866.500000001, -711846.5000000012, -921252.0000000014]",0.30463028561974603
4436,-6.900000000000011,1196,"[-254016.8000000004, -479765.0000000008, -595220.500000001, -709435.5000000012, -916201.0000000014]",0.30330185875850546
4437,-6.900000000000011,1197,"[-254231.8000000004, -478972.0000000008, -593422.500000001, -706842.5000000012, -910908.0000000014]",0.3019633356708965
4438,-6.900000000000011,1198,"[-254380.8000000004, -478057.0000000008, -591472.500000001, -704067.5000000012, -905373.0000000014]",0.30061356452832044
4439,-6.900000000000011,1199,"[-254463.8000000004, -477020.0000000008, -589370.500000001, -701110.5000000012, -899596.0000000014]",0.2992513590680709
4440,-6.900000000000011,1200,"[-254480.8000000004, -475861.0000000008, -587116.500000001, -697971.5000000012, -893577.0000000014]",0.2978754948252441
4441,-6.900000000000011,1201,"[-254431.8000000004, -474580.0000000008, -584710.500000001, -694650.5000000012, -887316.0000000014]",0.29648470512439046
4442,-6.900000000000011,1202,"[-254316.8000000004, -473177.0000000008, -582152.500000001, -691147.5000000012, -880813.0000000014]",0.2950776768017066
4443,-6.900000000000011,1203,"[-254135.8000000004, -471652.0000000008, -579442.500000001, -687462.5000000012, -874068.0000000014]",0.2936530456255716
4444,-6.900000000000011,1204,"[-253888.8000000004, -470005.0000000008, -576580.500000001, -683595.5000000012, -867081.0000000014]",0.29220939137978963
4445,-6.900000000000011,1205,"[-253575.8000000004, -468236.0000000008, -573566.500000001, -679546.5000000012, -859852.0000000014]",0.2907452325699858
4446,-6.900000000000011,1206,"[-253196.8000000004, -466345.0000000008, -570400.500000001, -675315.5000000012, -852381.0000000014]",0.2892590207091129
4447,-6.900000000000011,1207,"[-252751.8000000004, -464332.0000000008, -567082.500000001, -670902.5000000012, -844668.0000000014]",0.28774913413289427
4448,-6.900000000000011,1208,"[-252240.8000000004, -462197.0000000008, -563612.500000001, -666307.5000000012, -836713.0000000014]",0.2862138712901521
4449,-6.900000000000011,1209,"[-251663.8000000004, -459940.0000000008, -559990.500000001, -661530.5000000012, -828516.0000000016]",0.2846514434462296
4450,-6.900000000000011,1210,"[-251020.8000000004, -457561.0000000008, -556216.500000001, -656571.5000000012, -820077.0000000016]",0.28305996672997635
4451,-6.900000000000011,1211,"[-250311.8000000004, -455060.0000000008, -552290.500000001, -651430.5000000012, -811396.0000000016]",0.2814374534458662
4452,-6.900000000000011,1212,"[-249536.8000000004, -452437.0000000008, -548212.5000000009, -646107.5000000012, -802473.0000000016]",0.279781802562563
4453,-6.900000000000011,1213,"[-248695.8000000004, -449692.0000000008, -543982.5000000009, -640602.5000000012, -793308.0000000016]",0.2780907892774182
4454,-6.900000000000011,1214,"[-247788.8000000004, -446825.0000000008, -539600.5000000009, -634915.5000000012, -783901.0000000016]",0.27636205354268795
4455,-6.900000000000011,1215,"[-246815.8000000004, -443836.0000000008, -535066.5000000009, -629046.5000000012, -774252.0000000016]",0.2745930874234048
4456,-6.900000000000011,1216,"[-245776.8000000004, -440725.0000000008, -530380.500000001, -622995.5000000012, -764361.0000000016]",0.27278122113839953
4457,-6.900000000000011,1217,"[-244671.8000000004, -437492.0000000008, -525542.500000001, -616762.5000000012, -754228.0000000016]",0.270923607614513
4458,-6.900000000000011,1218,"[-243500.8000000004, -434137.0000000008, -520552.500000001, -610347.5000000012, -743853.0000000016]",0.26901720535899143
4459,-6.900000000000011,1219,"[-242263.8000000004, -430660.0000000008, -515410.500000001, -603750.5000000012, -733236.0000000016]",0.26705875942573326
4460,-6.900000000000011,1220,"[-240960.8000000004, -427061.0000000008, -510116.500000001, -596971.5000000012, -722377.0000000016]",0.26504478021665634
4461,-6.900000000000011,1221,"[-239591.8000000004, -423340.0000000008, -504670.500000001, -590010.5000000012, -711276.0000000016]",0.2629715198189567
4462,-6.900000000000011,1222,"[-238156.8000000004, -419497.0000000008, -499072.500000001, -582867.5000000012, -699933.0000000016]",0.26083494553124004
4463,-6.900000000000011,1223,"[-236655.8000000004, -415532.0000000008, -493322.500000001, -575542.5000000012, -688348.0000000016]",0.25863071017491174
4464,-6.900000000000011,1224,"[-235088.8000000004, -411445.0000000008, -487420.500000001, -568035.5000000012, -676521.0000000016]",0.25635411871999925
4465,-6.900000000000011,1225,"[-233455.8000000004, -407236.0000000008, -481366.500000001, -560346.5000000012, -664452.0000000016]",0.2540000906744716
4466,-6.900000000000011,1226,"[-231756.8000000004, -402905.0000000008, -475160.500000001, -552475.5000000012, -652141.0000000016]",0.25156311759032046
4467,-6.900000000000011,1227,"[-229991.8000000004, -398452.0000000008, -468802.500000001, -544422.5000000012, -639588.0000000016]",0.24903721492468556
4468,-6.900000000000011,1228,"[-228160.8000000004, -393877.0000000008, -462292.500000001, -536187.5000000012, -626793.0000000016]",0.2464158673557749
4469,-6.900000000000011,1229,"[-226263.8000000004, -389180.0000000008, -455630.500000001, -527770.5000000013, -613756.0000000016]",0.2436919664857756
4470,-6.900000000000011,1230,"[-224300.8000000004, -384361.0000000008, -448816.500000001, -519171.5000000012, -600477.0000000016]",0.24085773965944496
4471,-6.900000000000011,1231,"[-222271.8000000004, -379420.0000000008, -441850.500000001, -510390.5000000012, -586956.0000000016]",0.23790466837885296
4472,-6.900000000000011,1232,"[-220176.8000000004, -374357.0000000008, -434732.500000001, -501427.5000000012, -573193.0000000015]",0.23482339449061632
4473,-6.900000000000011,1233,"[-218015.8000000004, -369172.0000000008, -427462.500000001, -492282.5000000012, -559188.0000000015]",0.2316036119475688
4474,-6.900000000000011,1234,"[-215788.8000000004, -363865.0000000008, -420040.500000001, -482955.5000000012, -544941.0000000015]",0.22823394148365658
4475,-6.900000000000011,1235,"[-213495.8000000004, -358436.0000000008, -412466.500000001, -473446.5000000012, -530452.0000000015]",0.22470178496490084
4476,-6.900000000000011,1236,"[-211136.8000000004, -352885.0000000008, -404740.500000001, -463755.5000000012, -515721.0000000016]",0.220993155459177
4477,-6.900000000000011,1237,"[-208711.80000000045, -347212.0000000008, -396862.500000001, -453882.5000000012, -500748.0000000016]",0.21709247816208838
4478,-6.900000000000011,1238,"[-206220.80000000045, -341417.0000000008, -388832.500000001, -443827.5000000012, -485533.0000000015]",0.21298235617077416
4479,-6.900000000000011,1239,"[-203663.80000000045, -335500.0000000008, -380650.500000001, -433590.5000000012, -470076.0000000015]",0.20864329363928621
4480,-6.800000000000011,1100,"[77878.39999999954, 19397.999999999178, -51113.00000000102, -100213.00000000122, -283364.0000000016]",1.4736309384091038
4481,-6.800000000000011,1101,"[71327.39999999954, 8478.999999999178, -63907.000000001004, -115092.00000000122, -301303.00000000163]",1.2793986251034841
4482,-6.800000000000011,1102,"[64842.39999999954, -2318.000000000822, -76549.000000001, -129789.00000000124, -319000.00000000163]",1.1393941751063401
4483,-6.800000000000011,1103,"[58423.39999999954, -12993.00000000083, -89039.000000001, -144304.00000000122, -336455.00000000163]",1.0336716456165411
4484,-6.800000000000011,1104,"[52070.39999999955, -23546.00000000083, -101377.000000001, -158637.00000000122, -353668.00000000163]",0.9509983635177885
4485,-6.800000000000011,1105,"[45783.39999999955, -33977.00000000083, -113563.000000001, -172788.00000000122, -370639.00000000163]",0.884565447726813
4486,-6.800000000000011,1106,"[39562.39999999954, -44286.00000000083, -125597.00000000102, -186757.00000000122, -387368.00000000163]",0.8300052126097419
4487,-6.800000000000011,1107,"[33407.39999999954, -54473.00000000082, -137479.00000000105, -200544.00000000122, -403855.00000000163]",0.7843871027950133
4488,-6.800000000000011,1108,"[27318.399999999547, -64538.000000000815, -149209.00000000105, -214149.00000000122, -420100.00000000163]",0.7456715280153835
4489,-6.800000000000011,1109,"[21295.39999999955, -74481.00000000081, -160787.00000000105, -227572.00000000122, -436103.00000000163]",0.7123951800244175
4490,-6.800000000000011,1110,"[15338.399999999549, -84302.00000000081, -172213.00000000105, -240813.00000000122, -451864.00000000163]",0.6834809224914891
4491,-6.800000000000011,1111,"[9447.39999999955, -94001.00000000081, -183487.00000000105, -253872.00000000122, -467383.00000000163]",0.6581182813306742
4492,-6.800000000000011,1112,"[3622.3999999995503, -103578.00000000081, -194609.00000000105, -266749.00000000116, -482660.00000000163]",0.6356857299839749
4493,-6.800000000000011,1113,"[-2136.6000000004497, -113033.00000000081, -205579.00000000105, -279444.00000000116, -497695.00000000163]",0.6156986562194511
4494,-6.800000000000011,1114,"[-7829.60000000045, -122366.00000000081, -216397.00000000105, -291957.00000000116, -512488.00000000163]",0.5977736261612986
4495,-6.800000000000011,1115,"[-13456.60000000045, -131577.00000000081, -227063.00000000105, -304288.00000000116, -527039.0000000016]",0.5816032858255384
4496,-6.800000000000011,1116,"[-19017.60000000045, -140666.00000000081, -237577.00000000105, -316437.00000000116, -541348.0000000016]",0.5669383805656134
4497,-6.800000000000011,1117,"[-24512.60000000045, -149633.00000000081, -247939.00000000105, -328404.00000000116, -555415.0000000016]",0.5535746436413825
4498,-6.800000000000011,1118,"[-29941.60000000045, -158478.00000000081, -258149.00000000105, -340189.00000000116, -569240.0000000016]",0.5413430820231531
4499,-6.800000000000011,1119,"[-35304.60000000045, -167201.00000000081, -268207.000000001, -351792.00000000116, -582823.0000000016]",0.5301026749919371
4500,-6.800000000000011,1120,"[-40601.60000000045, -175802.00000000081, -278113.000000001, -363213.00000000116, -596164.0000000016]",0.5197348141569637
4501,-6.800000000000011,1121,"[-45832.60000000045, -184281.00000000081, -287867.000000001, -374452.00000000116, -609263.0000000016]",0.5101390188530878
4502,-6.800000000000011,1122,"[-50997.60000000046, -192638.00000000081, -297469.000000001, -385509.00000000116, -622120.0000000016]",0.5012295981697557
4503,-6.800000000000011,1123,"[-56096.60000000046, -200873.00000000081, -306919.000000001, -396384.00000000116, -634735.0000000016]",0.4929330242689748
4504,-6.800000000000011,1124,"[-61129.60000000046, -208986.00000000081, -316217.000000001, -407077.00000000116, -647108.0000000016]",0.48518584622316707
4505,-6.800000000000011,1125,"[-66096.60000000046, -216977.00000000081, -325363.00000000105, -417588.00000000116, -659239.0000000016]",0.47793301890576584
4506,-6.800000000000011,1126,"[-70997.60000000046, -224846.00000000081, -334357.00000000105, -427917.00000000116, -671128.0000000016]",0.47112655368329354
4507,-6.800000000000011,1127,"[-75832.60000000046, -232593.00000000081, -343199.00000000105, -438064.00000000116, -682775.0000000016]",0.4647244208569356
4508,-6.800000000000011,1128,"[-80601.60000000046, -240218.00000000081, -351889.00000000105, -448029.00000000116, -694180.0000000016]",0.45868965070370094
4509,-6.800000000000011,1129,"[-85304.60000000046, -247721.00000000081, -360427.00000000105, -457812.00000000116, -705343.0000000016]",0.4529895924157583
4510,-6.800000000000011,1130,"[-89941.60000000046, -255102.00000000081, -368813.00000000105, -467413.00000000116, -716264.0000000016]",0.4475952994982535
4511,-6.800000000000011,1131,"[-94512.60000000046, -262361.0000000008, -377047.00000000105, -476832.00000000116, -726943.0000000016]",0.44248101714221744
4512,-6.800000000000011,1132,"[-99017.60000000046, -269498.0000000008, -385129.00000000105, -486069.00000000116, -737380.0000000016]",0.43762375236053536
4513,-6.800000000000011,1133,"[-103456.60000000046, -276513.00000000076, -393059.00000000105, -495124.00000000116, -747575.0000000016]",0.43300291170295
4514,-6.800000000000011,1134,"[-107829.60000000046, -283406.00000000076, -400837.00000000105, -503997.00000000116, -757528.0000000016]",0.4285999944682441
4515,-6.800000000000011,1135,"[-112136.60000000046, -290177.00000000076, -408463.00000000105, -512688.00000000116, -767239.0000000016]",0.42439833173865454
4516,-6.800000000000011,1136,"[-116377.60000000046, -296826.00000000076, -415937.00000000105, -521197.00000000116, -776708.0000000016]",0.4203828634421375
4517,-6.800000000000011,1137,"[-120552.60000000046, -303353.00000000076, -423259.00000000105, -529524.0000000012, -785935.0000000016]",0.4165399471271837
4518,-6.800000000000011,1138,"[-124661.60000000046, -309758.00000000076, -430429.00000000105, -537669.0000000013, -794920.0000000016]",0.4128571933055117
4519,-6.800000000000011,1139,"[-128704.60000000046, -316041.00000000076, -437447.00000000105, -545632.0000000013, -803663.0000000016]",0.40932332314999176
4520,-6.800000000000011,1140,"[-132681.60000000044, -322202.00000000076, -444313.00000000105, -553413.0000000013, -812164.0000000016]",0.4059280450814155
4521,-6.800000000000011,1141,"[-136592.60000000044, -328241.00000000076, -451027.00000000105, -561012.0000000013, -820423.0000000016]",0.4026619473784739
4522,-6.800000000000011,1142,"[-140437.60000000044, -334158.00000000076, -457589.00000000105, -568429.0000000013, -828440.0000000016]",0.39951640443139635
4523,-6.800000000000011,1143,"[-144216.60000000044, -339953.00000000076, -463999.00000000105, -575664.0000000013, -836215.0000000016]",0.39648349465493815
4524,-6.800000000000011,1144,"[-147929.60000000044, -345626.00000000076, -470257.00000000105, -582717.0000000013, -843748.0000000016]",0.3935559283992786
4525,-6.800000000000011,1145,"[-151576.60000000044, -351177.00000000076, -476363.00000000105, -589588.0000000013, -851039.0000000016]",0.3907269844623206
4526,-6.800000000000011,1146,"[-155157.60000000044, -356606.00000000076, -482317.00000000105, -596277.0000000013, -858088.0000000016]",0.3879904540251985
4527,-6.800000000000011,1147,"[-158672.60000000044, -361913.00000000076, -488119.00000000105, -602784.0000000013, -864895.0000000016]",0.38534059101344387
4528,-6.800000000000011,1148,"[-162121.60000000044, -367098.00000000076, -493769.00000000105, -609109.0000000013, -871460.0000000016]",0.3827720680363015
4529,-6.800000000000011,1149,"[-165504.60000000044, -372161.00000000076, -499267.00000000105, -615252.0000000013, -877783.0000000016]",0.3802799371818041
4530,-6.800000000000011,1150,"[-168821.60000000044, -377102.00000000076, -504613.00000000105, -621213.0000000013, -883864.0000000016]",0.3778595950498932
4531,-6.800000000000011,1151,"[-172072.60000000044, -381921.00000000076, -509807.00000000105, -626992.0000000013, -889703.0000000016]",0.3755067514937827
4532,-6.800000000000011,1152,"[-175257.60000000044, -386618.00000000076, -514849.00000000105, -632589.0000000014, -895300.0000000016]",0.3732174016138132
4533,-6.800000000000011,1153,"[-178376.60000000044, -391193.00000000076, -519739.00000000105, -638004.0000000014, -900655.0000000016]",0.3709878006106315
4534,-6.800000000000011,1154,"[-181429.60000000044, -395646.00000000076, -524477.000000001, -643237.0000000014, -905768.0000000016]",0.3688144411575888
4535,-6.800000000000011,1155,"[-184416.60000000044, -399977.00000000076, -529063.000000001, -648288.0000000014, -910639.0000000016]",0.3666940329973586
4536,-6.800000000000011,1156,"[-187337.60000000044, -404186.00000000076, -533497.000000001, -653157.0000000014, -915268.0000000016]",0.3646234845062398
4537,-6.800000000000011,1157,"[-190192.60000000044, -408273.00000000076, -537779.000000001, -657844.0000000014, -919655.0000000016]",0.3625998860024949
4538,-6.800000000000011,1158,"[-192981.60000000044, -412238.00000000076, -541909.000000001, -662349.0000000014, -923800.0000000016]",0.3606204946032558
4539,-6.800000000000011,1159,"[-195704.60000000044, -416081.00000000076, -545887.000000001, -666672.0000000014, -927703.0000000016]",0.35868272045875943
4540,-6.800000000000011,1160,"[-198361.60000000044, -419802.00000000076, -549713.000000001, -670813.0000000014, -931364.0000000016]",0.35678411421353
4541,-6.800000000000011,1161,"[-200952.60000000044, -423401.00000000076, -553387.000000001, -674772.0000000014, -934783.0000000016]",0.3549223555621442
4542,-6.800000000000011,1162,"[-203477.60000000044, -426878.00000000076, -556909.000000001, -678549.0000000014, -937960.0000000016]",0.35309524278279814
4543,-6.800000000000011,1163,"[-205936.60000000044, -430233.00000000076, -560279.000000001, -682144.0000000014, -940895.0000000016]",0.3513006831454056
4544,-6.800000000000011,1164,"[-208329.60000000044, -433466.00000000076, -563497.000000001, -685557.0000000014, -943588.0000000016]",0.3495366841026947
4545,-6.800000000000011,1165,"[-210656.60000000044, -436577.00000000076, -566563.000000001, -688788.0000000014, -946039.0000000016]",0.34780134518298594
4546,-6.800000000000011,1166,"[-212917.60000000044, -439566.00000000076, -569477.000000001, -691837.0000000014, -948248.0000000016]",0.34609285051223504
4547,-6.800000000000011,1167,"[-215112.60000000044, -442433.00000000076, -572239.000000001, -694704.0000000014, -950215.0000000016]",0.3444094619006982
4548,-6.800000000000011,1168,"[-217241.60000000044, -445178.00000000076, -574849.000000001, -697389.0000000014, -951940.0000000016]",0.3427495124363714
4549,-6.800000000000011,1169,"[-219304.60000000044, -447801.00000000076, -577307.000000001, -699892.0000000014, -953423.0000000016]",0.34111140053330063
4550,-6.800000000000011,1170,"[-221301.60000000044, -450302.00000000076, -579613.000000001, -702213.0000000014, -954664.0000000016]",0.33949358438806787
4551,-6.800000000000011,1171,"[-223232.60000000044, -452681.00000000076, -581767.000000001, -704352.0000000014, -955663.0000000016]",0.33789457680232304
4552,-6.800000000000011,1172,"[-225097.60000000044, -454938.00000000076, -583769.000000001, -706309.0000000014, -956420.0000000016]",0.33631294033323256
4553,-6.800000000000011,1173,"[-226896.60000000044, -457073.00000000076, -585619.000000001, -708084.0000000014, -956935.0000000016]",0.3347472827372219
4554,-6.800000000000011,1174,"[-228629.60000000044, -459086.00000000076, -587317.000000001, -709677.0000000014, -957208.0000000016]",0.3331962526754658
4555,-6.800000000000011,1175,"[-230296.60000000044, -460977.00000000076, -588863.000000001, -711088.0000000014, -957239.0000000016]",0.3316585356522631
4556,-6.800000000000011,1176,"[-231897.60000000044, -462746.00000000076, -590257.000000001, -712317.0000000014, -957028.0000000016]",0.33013285015978366
4557,-6.800000000000011,1177,"[-233432.60000000044, -464393.00000000076, -591499.000000001, -713364.0000000014, -956575.0000000016]",0.328617944004718
