,b,delta,H,MAPE
91,-0.9000000000000323,1239,"[47483871.2, 86335679.0, 106597093.5, 127111538.50000001, 166831203.0]",0.30016872405069905
92,-0.8000000000000327,1239,"[47487830.4, 86342938.0, 106606096.99999999, 127122296.99999999, 166845416.0]",0.3001691410658768
93,-0.700000000000033,1239,"[47491789.599999994, 86350197.0, 106615100.50000001, 127133055.5, 166859629.0]",0.30016955801052864
94,-0.6000000000000334,1239,"[47495748.8, 86357456.0, 106624104.0, 127143813.99999999, 166873842.0]",0.3001699748846726
95,-0.5000000000000338,1239,"[47499708.0, 86364715.0, 106633107.5, 127154572.5, 166888055.0]",0.3001703916883266
96,-0.4000000000000341,1239,"[47503667.2, 86371974.0, 106642111.0, 127165331.00000001, 166902268.0]",0.30017080842150845
97,-0.30000000000003446,1239,"[47507626.4, 86379233.0, 106651114.49999999, 127176089.49999999, 166916481.0]",0.300171225084236
98,-0.20000000000003482,1239,"[47511585.599999994, 86386492.0, 106660118.00000001, 127186848.0, 166930694.0]",0.30017164167652705
99,-0.10000000000003517,1239,"[47515544.8, 86393751.0, 106669121.5, 127197606.49999999, 166944907.0]",0.3001720581983996
100,-3.552713678800501e-14,1239,"[47519504.0, 86401010.0, 106678125.0, 127208365.0, 166959120.0]",0.30017247464987146
101,0.09999999999996412,1239,"[47523463.2, 86408269.0, 106687128.5, 127219123.50000001, 166973333.0]",0.30017289103096045
102,0.19999999999996376,1239,"[47527422.4, 86415528.0, 106696131.99999999, 127229881.99999999, 166987546.0]",0.3001733073416844
103,0.2999999999999634,1239,"[47531381.599999994, 86422787.0, 106705135.50000001, 127240640.5, 167001759.0]",0.3001737235820611
104,0.39999999999996305,1239,"[47535340.8, 86430046.0, 106714139.0, 127251398.99999999, 167015972.0]",0.30017413975210855
105,0.4999999999999627,1239,"[47539300.0, 86437305.0, 106723142.5, 127262157.5, 167030185.0]",0.30017455585184444
106,0.5999999999999623,1239,"[47543259.2, 86444564.0, 106732146.0, 127272916.00000001, 167044398.0]",0.30017497188128667
107,0.699999999999962,1239,"[47547218.4, 86451823.0, 106741149.49999999, 127283674.49999999, 167058611.0]",0.30017538784045295
108,0.7999999999999616,1239,"[47551177.599999994, 86459082.0, 106750153.00000001, 127294433.0, 167072824.0]",0.3001758037293611
109,0.8999999999999613,1239,"[47555136.8, 86466341.0, 106759156.5, 127305191.49999999, 167087037.0]",0.300176219548029
110,0.9999999999999609,1239,"[47559096.0, 86473600.0, 106768160.0, 127315950.0, 167101250.0]",0.30017663529647437
111,1.0999999999999606,1239,"[47563055.2, 86480859.0, 106777163.5, 127326708.50000001, 167115463.0]",0.3001770509747151
112,1.1999999999999602,1239,"[47567014.4, 86488118.0, 106786166.99999999, 127337466.99999999, 167129676.0]",0.3001774665827688
113,1.2999999999999599,1239,"[47570973.599999994, 86495377.0, 106795170.50000001, 127348225.5, 167143889.0]",0.30017788212065327
114,1.3999999999999595,1239,"[47574932.8, 86502636.0, 106804174.0, 127358983.99999999, 167158102.0]",0.3001782975883865
115,1.4999999999999591,1239,"[47578892.0, 86509895.0, 106813177.5, 127369742.5, 167172315.0]",0.30017871298598603
116,1.5999999999999588,1239,"[47582851.2, 86517154.0, 106822181.0, 127380501.00000001, 167186528.0]",0.30017912831346977
117,1.6999999999999584,1239,"[47586810.4, 86524413.0, 106831184.49999999, 127391259.49999999, 167200741.0]",0.3001795435708553
118,1.799999999999958,1239,"[47590769.599999994, 86531672.0, 106840188.00000001, 127402018.0, 167214954.0]",0.30017995875816045
119,1.8999999999999577,1239,"[47594728.8, 86538931.0, 106849191.5, 127412776.49999999, 167229167.0]",0.3001803738754029
120,1.9999999999999574,1239,"[47598688.0, 86546190.0, 106858195.0, 127423535.0, 167243380.0]",0.30018078892260064
121,2.099999999999957,1239,"[47602647.2, 86553449.0, 106867198.5, 127434293.50000001, 167257593.0]",0.3001812038997711
122,2.1999999999999567,1239,"[47606606.4, 86560708.0, 106876201.99999999, 127445051.99999999, 167271806.0]",0.30018161880693206
123,2.2999999999999563,1239,"[47610565.599999994, 86567967.0, 106885205.50000001, 127455810.5, 167286019.0]",0.3001820336441013
124,2.399999999999956,1239,"[47614524.8, 86575226.0, 106894209.0, 127466568.99999999, 167300232.0]",0.30018244841129654
125,2.4999999999999556,1239,"[47618484.0, 86582485.0, 106903212.5, 127477327.5, 167314445.0]",0.3001828631085354
126,2.5999999999999552,1239,"[47622443.2, 86589744.0, 106912216.0, 127488086.00000001, 167328658.0]",0.3001832777358357
127,2.699999999999955,1239,"[47626402.4, 86597003.0, 106921219.49999999, 127498844.49999999, 167342871.0]",0.300183692293215
128,2.7999999999999545,1239,"[47630361.599999994, 86604262.0, 106930223.00000001, 127509603.0, 167357084.0]",0.3001841067806911
129,2.899999999999954,1239,"[47634320.8, 86611521.0, 106939226.5, 127520361.49999999, 167371297.0]",0.30018452119828154
130,2.999999999999954,1239,"[47638280.0, 86618780.0, 106948230.0, 127531120.0, 167385510.0]",0.3001849355460042
131,3.0999999999999535,1239,"[47642239.2, 86626039.0, 106957233.5, 127541878.50000001, 167399723.0]",0.30018534982387657
132,3.199999999999953,1239,"[47646198.4, 86633298.0, 106966236.99999999, 127552636.99999999, 167413936.0]",0.3001857640319163
133,3.2999999999999527,1239,"[47650157.599999994, 86640557.0, 106975240.50000001, 127563395.5, 167428149.0]",0.30018617817014115
134,3.3999999999999524,1239,"[47654116.8, 86647816.0, 106984244.0, 127574153.99999999, 167442362.0]",0.30018659223856875
135,3.499999999999952,1239,"[47658076.0, 86655075.0, 106993247.5, 127584912.5, 167456575.0]",0.3001870062372167
136,3.5999999999999517,1239,"[47662035.2, 86662334.0, 107002251.0, 127595671.00000001, 167470788.0]",0.3001874201661027
137,3.6999999999999513,1239,"[47665994.4, 86669593.0, 107011254.49999999, 127606429.49999999, 167485001.0]",0.30018783402524435
138,3.799999999999951,1239,"[47669953.599999994, 86676852.0, 107020258.00000001, 127617188.0, 167499214.0]",0.3001882478146592
139,3.8999999999999506,1239,"[47673912.8, 86684111.0, 107029261.5, 127627946.49999999, 167513427.0]",0.30018866153436496
140,3.9999999999999503,1239,"[47677872.0, 86691370.0, 107038265.0, 127638705.0, 167527640.0]",0.3001890751843793
141,4.09999999999995,1239,"[47681831.2, 86698629.0, 107047268.5, 127649463.50000001, 167541853.0]",0.30018948876471974
142,4.1999999999999496,1239,"[47685790.4, 86705888.0, 107056271.99999999, 127660221.99999999, 167556066.0]",0.3001899022754038
143,4.299999999999949,1239,"[47689749.599999994, 86713147.0, 107065275.50000001, 127670980.5, 167570279.0]",0.30019031571644916
144,4.399999999999949,1239,"[47693708.8, 86720406.0, 107074279.0, 127681738.99999999, 167584492.0]",0.3001907290878735
145,4.4999999999999485,1239,"[47697668.0, 86727665.0, 107083282.5, 127692497.5, 167598705.0]",0.3001911423896943
146,4.599999999999948,1239,"[47701627.2, 86734924.0, 107092286.0, 127703256.00000001, 167612918.0]",0.30019155562192923
147,4.699999999999948,1239,"[47705586.4, 86742183.0, 107101289.49999999, 127714014.49999999, 167627131.0]",0.3001919687845957
148,4.799999999999947,1239,"[47709545.599999994, 86749442.0, 107110293.00000001, 127724773.0, 167641344.0]",0.30019238187771136
149,4.899999999999947,1239,"[47713504.8, 86756701.0, 107119296.5, 127735531.49999999, 167655557.0]",0.30019279490129386
150,4.999999999999947,1239,"[47717464.0, 86763960.0, 107128300.0, 127746290.0, 167669770.0]",0.30019320785536063
151,5.099999999999946,1239,"[47721423.2, 86771219.0, 107137303.5, 127757048.50000001, 167683983.0]",0.3001936207399293
152,5.199999999999946,1239,"[47725382.4, 86778478.0, 107146306.99999999, 127767806.99999999, 167698196.0]",0.30019403355501734
153,5.299999999999946,1239,"[47729341.599999994, 86785737.0, 107155310.50000001, 127778565.5, 167712409.0]",0.30019444630064235
154,5.399999999999945,1239,"[47733300.8, 86792996.0, 107164314.0, 127789323.99999999, 167726622.0]",0.3001948589768218
155,5.499999999999945,1239,"[47737260.0, 86800255.0, 107173317.5, 127800082.5, 167740835.0]",0.3001952715835733
156,5.599999999999945,1239,"[47741219.2, 86807514.0, 107182321.0, 127810841.00000001, 167755048.0]",0.30019568412091424
157,5.699999999999944,1239,"[47745178.4, 86814773.0, 107191324.49999999, 127821599.49999999, 167769261.0]",0.30019609658886226
158,5.799999999999944,1239,"[47749137.599999994, 86822032.0, 107200328.00000001, 127832358.0, 167783474.0]",0.30019650898743483
159,5.8999999999999435,1239,"[47753096.8, 86829291.0, 107209331.5, 127843116.49999999, 167797687.0]",0.30019692131664943
160,5.999999999999943,1239,"[47757056.0, 86836550.0, 107218335.0, 127853875.0, 167811900.0]",0.30019733357652356
161,6.099999999999945,1239,"[47761015.2, 86843809.0, 107227338.5, 127864633.50000001, 167826113.0]",0.30019774576707475
