,b,delta,H,MAPE
7728,-4.5000000000000195,1128,"[177967.99999999994, 236374.99999999994, 240967.49999999994, 261332.49999999994, 246914.99999999994]",0.09409689933806481
7729,-4.5000000000000195,1129,"[173413.49999999994, 229146.49999999994, 232771.49999999994, 251958.99999999994, 236296.49999999994]",0.09132163330476406
7730,-4.5000000000000195,1130,"[168924.99999999994, 222039.99999999994, 224727.49999999994, 242767.49999999994, 225919.99999999994]",0.08843947693612944
7731,-4.5000000000000195,1131,"[164502.49999999994, 215055.49999999994, 216835.49999999994, 233757.99999999994, 215785.49999999994]",0.08544472563835101
7732,-4.5000000000000195,1132,"[160145.99999999994, 208192.99999999994, 209095.49999999994, 224930.49999999994, 205892.99999999994]",0.08233130805805658
7733,-4.5000000000000195,1133,"[155855.49999999994, 201452.49999999994, 201507.49999999994, 216284.99999999994, 196242.49999999994]",0.07909276125941095
7734,-4.5000000000000195,1134,"[151630.99999999994, 194833.99999999994, 194071.49999999994, 207821.49999999994, 186833.99999999994]",0.07615933412604042
7735,-4.5000000000000195,1135,"[147472.49999999994, 188337.49999999994, 186787.49999999994, 199539.99999999994, 177667.49999999994]",0.07731008385150118
7736,-4.5000000000000195,1136,"[143379.99999999994, 181962.99999999994, 179655.49999999994, 191440.49999999994, 168742.99999999994]",0.0784801348155648
7737,-4.5000000000000195,1137,"[139353.49999999994, 175710.49999999994, 172675.49999999994, 183522.99999999994, 160060.49999999994]",0.07966867270603606
7738,-4.5000000000000195,1138,"[135392.99999999994, 169579.99999999994, 165847.49999999994, 175787.49999999994, 151619.99999999994]",0.08087463732166751
7739,-4.5000000000000195,1139,"[131498.49999999994, 163571.49999999994, 159171.49999999994, 168233.99999999994, 143421.49999999994]",0.082096678796235
7740,-4.5000000000000195,1140,"[127669.99999999996, 157684.99999999994, 152647.49999999994, 160862.49999999994, 135464.99999999994]",0.08333310636907114
7741,-4.5000000000000195,1141,"[123907.49999999996, 151920.49999999994, 146275.49999999994, 153672.99999999994, 127750.49999999994]",0.08458182841596695
7742,-4.5000000000000195,1142,"[120210.99999999997, 146277.99999999994, 140055.49999999994, 146665.49999999994, 120277.99999999994]",0.08584028223220011
7743,-4.5000000000000195,1143,"[116580.49999999997, 140757.49999999994, 133987.49999999994, 139839.99999999994, 113047.49999999994]",0.08710535180134518
7744,-4.5000000000000195,1144,"[113015.99999999997, 135358.99999999994, 128071.49999999994, 133196.49999999994, 106058.99999999994]",0.08837327148523147
7745,-4.5000000000000195,1145,"[109517.49999999997, 130082.49999999994, 122307.49999999994, 126734.99999999994, 99312.49999999994]",0.08963951322805312
7746,-4.5000000000000195,1146,"[106084.99999999997, 124927.99999999996, 116695.49999999994, 120455.49999999994, 92807.99999999994]",0.09089865447829838
7747,-4.5000000000000195,1147,"[102718.49999999997, 119895.49999999996, 111235.49999999994, 114357.99999999994, 86545.49999999994]",0.09214422359481855
7748,-4.5000000000000195,1148,"[99417.99999999997, 114984.99999999997, 105927.49999999994, 108442.49999999994, 80524.99999999994]",0.09336851902029857
7749,-4.5000000000000195,1149,"[96183.49999999997, 110196.49999999997, 100771.49999999994, 102708.99999999994, 74746.49999999994]",0.09456239798434611
7750,-4.5000000000000195,1150,"[93014.99999999997, 105529.99999999997, 95767.49999999994, 97157.49999999994, 69209.99999999994]",0.09953112789789015
7751,-4.5000000000000195,1151,"[89912.49999999997, 100985.49999999997, 90915.49999999997, 91787.99999999994, 63915.49999999994]",0.10782621018154744
7752,-4.5000000000000195,1152,"[86875.99999999997, 96562.99999999997, 86215.49999999996, 86600.49999999994, 58862.99999999994]",0.11640352863523165
7753,-4.5000000000000195,1153,"[83905.49999999997, 92262.49999999997, 81667.49999999996, 81594.99999999994, 54052.49999999995]",0.12526132005702934
7754,-4.5000000000000195,1154,"[81000.99999999997, 88083.99999999997, 77271.49999999996, 76771.49999999994, 49483.99999999995]",0.1343939540326132
7755,-4.5000000000000195,1155,"[78162.49999999997, 84027.49999999997, 73027.49999999996, 72129.99999999994, 45157.499999999956]",0.14379086821463538
7756,-4.5000000000000195,1156,"[75389.99999999997, 80092.99999999997, 68935.49999999996, 67670.49999999996, 41072.999999999956]",0.15343526572658372
7757,-4.5000000000000195,1157,"[72683.49999999997, 76280.49999999997, 64995.499999999956, 63392.999999999956, 37230.499999999956]",0.16330253065168832
7758,-4.5000000000000195,1158,"[70042.99999999997, 72589.99999999997, 61207.499999999956, 59297.499999999956, 33629.99999999996]",0.1737363866724177
7759,-4.5000000000000195,1159,"[67468.49999999997, 69021.49999999997, 57571.49999999996, 55383.999999999956, 30271.499999999964]",0.18755599409403093
7760,-4.5000000000000195,1160,"[64959.99999999997, 65574.99999999997, 54087.49999999997, 51652.499999999956, 27154.999999999967]",0.20168166116235833
7761,-4.5000000000000195,1161,"[62517.49999999998, 62250.49999999997, 50755.49999999997, 48102.99999999996, 24280.49999999997]",0.21604311294154677
7762,-4.5000000000000195,1162,"[60140.99999999998, 59047.99999999997, 47575.49999999997, 44735.49999999997, 21647.99999999997]",0.23054626245989693
7763,-4.5000000000000195,1163,"[57830.49999999998, 55967.49999999997, 44547.49999999997, 41549.99999999997, 19257.49999999997]",0.24506805747582758
7764,-4.5000000000000195,1164,"[55585.99999999998, 53008.99999999997, 41671.49999999997, 38546.49999999997, 17108.999999999975]",0.25945066578607456
7765,-4.5000000000000195,1165,"[53407.49999999998, 50172.49999999997, 38947.49999999997, 35724.99999999997, 15202.499999999978]",0.27349512806595866
7766,-4.5000000000000195,1166,"[51294.99999999998, 47457.99999999997, 36375.49999999997, 33085.49999999997, 13537.999999999982]",0.28695475152955696
7767,-4.5000000000000195,1167,"[49248.49999999998, 44865.49999999997, 33955.49999999997, 30627.999999999978, 12115.499999999982]",0.30195359837951463
7768,-4.5000000000000195,1168,"[47267.99999999998, 42394.99999999998, 31687.499999999978, 28352.499999999978, 10934.999999999985]",0.31633610976232296
7769,-4.5000000000000195,1169,"[45353.499999999985, 40046.49999999998, 29571.499999999978, 26258.999999999978, 9996.499999999987]",0.329427946067832
7770,-4.5000000000000195,1170,"[43504.999999999985, 37819.99999999998, 27607.49999999998, 24347.499999999978, 9299.999999999989]",0.3407630803759295
7771,-4.5000000000000195,1171,"[41722.499999999985, 35715.49999999998, 25795.49999999998, 22617.99999999998, 8845.499999999993]",0.34981031500330384
7772,-4.5000000000000195,1172,"[40005.999999999985, 33732.99999999998, 24135.499999999985, 21070.499999999985, 8632.999999999995]",0.35598300647447056
7773,-4.5000000000000195,1173,"[38355.499999999985, 31872.499999999985, 22627.499999999985, 19704.999999999985, 8662.499999999996]",0.35865801044356277
7774,-4.5000000000000195,1174,"[36770.999999999985, 30133.999999999985, 21271.499999999985, 18521.499999999985, 8933.999999999998]",0.3572056178220563
7775,-4.5000000000000195,1175,"[35252.499999999985, 28517.499999999985, 20067.49999999999, 17519.99999999999, 9447.5]",0.3510310906547539
7776,-4.5000000000000195,1176,"[33799.999999999985, 27022.999999999985, 19015.49999999999, 16700.49999999999, 10203.000000000004]",0.33962638886286556
7777,-4.5000000000000195,1177,"[32413.49999999999, 25650.49999999999, 18115.49999999999, 16062.99999999999, 11200.500000000005]",0.3226279206906219
7778,-4.5000000000000195,1178,"[31092.99999999999, 24399.99999999999, 17367.499999999993, 15607.499999999993, 12440.000000000007]",0.2998731517818209
7779,-4.5000000000000195,1179,"[29838.49999999999, 23271.499999999993, 16771.499999999993, 15333.999999999996, 13921.500000000011]",0.27144658402009325
7780,-4.5000000000000195,1180,"[28649.99999999999, 22264.999999999993, 16327.499999999996, 15242.499999999996, 15645.000000000011]",0.2377050850912053
7781,-4.5000000000000195,1181,"[27527.49999999999, 21380.499999999993, 16035.499999999996, 15333.0, 17610.500000000015]",0.19927467385863262
7782,-4.5000000000000195,1182,"[26470.99999999999, 20617.999999999993, 15895.499999999998, 15605.500000000002, 19818.00000000002]",0.15978782212828227
7783,-4.5000000000000195,1183,"[25480.49999999999, 19977.499999999996, 15907.5, 16060.000000000004, 22267.500000000022]",0.1586811511339814
7784,-4.5000000000000195,1184,"[24555.999999999993, 19458.999999999996, 16071.500000000002, 16696.500000000004, 24959.000000000022]",0.1733443415698533
7785,-4.5000000000000195,1185,"[23697.499999999993, 19062.499999999996, 16387.5, 17515.000000000007, 27892.500000000025]",0.1868490268279854
7786,-4.5000000000000195,1186,"[22904.999999999993, 18787.999999999996, 16855.500000000004, 18515.500000000007, 31068.00000000003]",0.19827988014648773
7787,-4.5000000000000195,1187,"[22178.499999999993, 18635.5, 17475.500000000004, 19698.000000000007, 34485.50000000003]",0.21322272901051836
7788,-4.5000000000000195,1188,"[21517.999999999993, 18605.0, 18247.500000000007, 21062.500000000015, 38145.00000000003]",0.24884587252717374
7789,-4.5000000000000195,1189,"[20923.499999999996, 18696.5, 19171.500000000007, 22609.000000000015, 42046.50000000002]",0.2812073197404556
7790,-4.5000000000000195,1190,"[20394.999999999996, 18910.000000000004, 20247.50000000001, 24337.50000000002, 46190.00000000002]",0.31017835178351794
7791,-4.5000000000000195,1191,"[19932.499999999996, 19245.500000000004, 21475.50000000001, 26248.00000000002, 50575.50000000003]",0.335766710067866
7792,-4.5000000000000195,1192,"[19535.999999999996, 19703.000000000007, 22855.500000000015, 28340.500000000022, 55203.00000000003]",0.358085115148519
7793,-4.5000000000000195,1193,"[19205.499999999996, 20282.500000000007, 24387.50000000002, 30615.000000000025, 60072.50000000003]",0.37732057478180414
7794,-4.5000000000000195,1194,"[18940.999999999996, 20984.000000000007, 26071.50000000002, 33071.50000000003, 65184.00000000003]",0.3963994350144901
7795,-4.5000000000000195,1195,"[18742.499999999996, 21807.500000000007, 27907.500000000022, 35710.00000000003, 70537.50000000003]",0.416307489768467
7796,-4.5000000000000195,1196,"[18609.999999999996, 22753.000000000007, 29895.500000000022, 38530.50000000002, 76133.00000000003]",0.43345811684469837
7797,-4.5000000000000195,1197,"[18543.499999999996, 23820.500000000007, 32035.500000000022, 41533.000000000015, 81970.50000000003]",0.44812155449892116
7798,-4.5000000000000195,1198,"[18543.0, 25010.00000000001, 34327.500000000015, 44717.500000000015, 88050.00000000004]",0.46056264479131065
7799,-4.5000000000000195,1199,"[18608.5, 26321.50000000001, 36771.500000000015, 48084.000000000015, 94371.50000000004]",0.4710332490174299
7800,-4.5000000000000195,1200,"[18740.0, 27755.000000000015, 39367.500000000015, 51632.50000000002, 100935.00000000004]",0.47976764668875554
7801,-4.5000000000000195,1201,"[18937.5, 29310.500000000015, 42115.50000000002, 55363.00000000003, 107740.50000000004]",0.4869801591528681
7802,-4.5000000000000195,1202,"[19201.000000000004, 30988.00000000002, 45015.50000000002, 59275.50000000003, 114788.00000000004]",0.4928643581858966
7803,-4.5000000000000195,1203,"[19530.500000000004, 32787.500000000015, 48067.50000000003, 63370.00000000003, 122077.50000000003]",0.49759334996309035
7804,-4.5000000000000195,1204,"[19926.000000000004, 34709.00000000002, 51271.50000000003, 67646.50000000003, 129609.00000000003]",0.5013207460037867
7805,-4.5000000000000195,1205,"[20387.500000000004, 36752.50000000003, 54627.50000000003, 72105.00000000003, 137382.50000000003]",0.5041820360772593
7806,-4.5000000000000195,1206,"[20915.000000000004, 38918.00000000003, 58135.50000000003, 76745.50000000003, 145398.00000000003]",0.5062961612645245
7807,-4.5000000000000195,1207,"[21508.500000000004, 41205.50000000003, 61795.50000000003, 81568.00000000003, 153655.50000000003]",0.5077671495247864
7808,-4.5000000000000195,1208,"[22168.000000000004, 43615.00000000003, 65607.50000000003, 86572.50000000003, 162155.00000000003]",0.5086857239067868
7809,-4.5000000000000195,1209,"[22893.500000000004, 46146.50000000003, 69571.50000000003, 91759.00000000003, 170896.50000000003]",0.5091308281019868
7810,-4.5000000000000195,1210,"[23685.000000000007, 48800.00000000003, 73687.50000000003, 97127.50000000003, 179880.00000000003]",0.5091710383288435
7811,-4.5000000000000195,1211,"[24542.500000000007, 51575.50000000003, 77955.50000000003, 102678.00000000003, 189105.50000000003]",0.5088658471213863
7812,-4.5000000000000195,1212,"[25466.000000000007, 54473.00000000003, 82375.50000000003, 108410.50000000003, 198573.00000000003]",0.5082668155415109
7813,-4.5000000000000195,1213,"[26455.500000000007, 57492.50000000003, 86947.50000000003, 114325.00000000003, 208282.50000000003]",0.5074185972527016
7814,-4.5000000000000195,1214,"[27511.000000000007, 60634.00000000003, 91671.50000000003, 120421.50000000003, 218234.00000000003]",0.5063598419972534
7815,-4.5000000000000195,1215,"[28632.50000000001, 63897.50000000003, 96547.50000000003, 126700.00000000003, 228427.50000000003]",0.505123988202975
7816,-4.5000000000000195,1216,"[29820.00000000001, 67283.00000000003, 101575.50000000003, 133160.50000000003, 238863.00000000003]",0.5037399553532316
7817,-4.5000000000000195,1217,"[31073.50000000001, 70790.50000000003, 106755.50000000003, 139803.00000000003, 249540.50000000003]",0.5022327468421959
7818,-4.5000000000000195,1218,"[32393.00000000001, 74420.00000000003, 112087.50000000003, 146627.50000000003, 260460.00000000006]",0.5006239736224976
7819,-4.5000000000000195,1219,"[33778.500000000015, 78171.50000000003, 117571.50000000003, 153634.00000000003, 271621.50000000006]",0.49893230825151147
7820,-4.5000000000000195,1220,"[35230.000000000015, 82045.00000000003, 123207.50000000003, 160822.50000000003, 283025.00000000006]",0.4971738780997471
7821,-4.5000000000000195,1221,"[36747.500000000015, 86040.50000000003, 128995.50000000003, 168193.00000000003, 294670.50000000006]",0.4953626055940904
7822,-4.5000000000000195,1222,"[38331.000000000015, 90158.00000000003, 134935.50000000003, 175745.50000000003, 306558.00000000006]",0.4935105024888431
7823,-4.5000000000000195,1223,"[39980.500000000015, 94397.50000000003, 141027.50000000003, 183480.00000000003, 318687.50000000006]",0.49162792432350405
7824,-4.5000000000000195,1224,"[41696.000000000015, 98759.00000000003, 147271.50000000003, 191396.50000000003, 331059.00000000006]",0.48972379045695896
7825,-4.5000000000000195,1225,"[43477.500000000015, 103242.50000000003, 153667.50000000003, 199495.00000000003, 343672.50000000006]",0.4878057743715584
7826,-4.5000000000000195,1226,"[45325.000000000015, 107848.00000000003, 160215.50000000003, 207775.50000000003, 356528.00000000006]",0.4858804683191826
7827,-4.5000000000000195,1227,"[47238.500000000015, 112575.50000000003, 166915.50000000003, 216238.00000000003, 369625.50000000006]",0.4839535258324357
7828,-4.5000000000000195,1228,"[49218.000000000015, 117425.00000000003, 173767.50000000003, 224882.50000000003, 382965.00000000006]",0.48202978514286193
7829,-4.5000000000000195,1229,"[51263.500000000015, 122396.50000000003, 180771.50000000003, 233709.00000000006, 396546.50000000006]",0.48011337612865806
7830,-4.5000000000000195,1230,"[53375.000000000015, 127490.00000000003, 187927.50000000006, 242717.50000000006, 410370.00000000006]",0.47820781305045595
7831,-4.5000000000000195,1231,"[55552.50000000002, 132705.50000000003, 195235.50000000006, 251908.00000000006, 424435.50000000006]",0.476316075019083
7832,-4.5000000000000195,1232,"[57796.00000000002, 138043.00000000003, 202695.50000000006, 261280.50000000006, 438743.00000000006]",0.47444067586781935
7833,-4.5000000000000195,1233,"[60105.50000000002, 143502.50000000003, 210307.50000000006, 270835.00000000006, 453292.50000000006]",0.472583724868041
7834,-4.5000000000000195,1234,"[62481.00000000002, 149084.00000000003, 218071.50000000006, 280571.50000000006, 468084.00000000006]",0.47074697952629735
7835,-4.5000000000000195,1235,"[64922.50000000002, 154787.50000000003, 225987.50000000006, 290490.00000000006, 483117.50000000006]",0.46893189152837056
7836,-4.5000000000000195,1236,"[67430.00000000003, 160613.00000000006, 234055.50000000006, 300590.50000000006, 498393.00000000006]",0.46713964674779274
7837,-4.5000000000000195,1237,"[70003.50000000003, 166560.50000000006, 242275.50000000003, 310873.00000000006, 513910.50000000006]",0.465371200109234
7838,-4.5000000000000195,1238,"[72643.00000000003, 172630.00000000006, 250647.50000000006, 321337.50000000006, 529670.0000000001]",0.46362730598814483
7839,-4.5000000000000195,1239,"[75348.50000000003, 178821.50000000006, 259171.50000000006, 331984.00000000006, 545671.5000000001]",0.46190854473446025
7840,-4.40000000000002,1100,"[332619.19999999995, 488853.99999999994, 532810.9999999999, 598431.0, 643387.9999999998]",0.1671490409164012
7841,-4.40000000000002,1101,"[326213.39999999997, 478203.3999999999, 520351.3999999999, 583952.4, 625981.3999999998]",0.16527702270326058
7842,-4.40000000000002,1102,"[319873.5999999999, 467674.7999999999, 508043.7999999998, 569655.7999999998, 608816.7999999998]",0.1633566913849629
7843,-4.40000000000002,1103,"[313599.8, 457268.1999999999, 495888.1999999999, 555541.1999999997, 591894.1999999997]",0.16138622965965074
7844,-4.40000000000002,1104,"[307391.9999999999, 446983.5999999999, 483884.59999999986, 541608.5999999997, 575213.5999999997]",0.15936373181677205
7845,-4.40000000000002,1105,"[301250.19999999995, 436820.99999999994, 472032.9999999999, 527857.9999999999, 558774.9999999998]",0.15728719855279913
7846,-4.40000000000002,1106,"[295174.39999999997, 426780.3999999999, 460333.39999999997, 514289.39999999985, 542578.3999999998]",0.1551545314395245
7847,-4.40000000000002,1107,"[289164.5999999999, 416861.7999999999, 448785.7999999998, 500902.7999999999, 526623.7999999999]",0.15296352701972765
7848,-4.40000000000002,1108,"[283220.79999999993, 407065.1999999999, 437390.19999999984, 487698.19999999984, 510911.19999999984]",0.15071187050319107
7849,-4.40000000000002,1109,"[277342.9999999999, 397390.5999999999, 426146.59999999986, 474675.5999999998, 495440.59999999986]",0.1483971290341209
7850,-4.40000000000002,1110,"[271531.19999999995, 387837.99999999994, 415054.9999999999, 461834.99999999994, 480211.9999999999]",0.14601674449900398
7851,-4.40000000000002,1111,"[265785.39999999997, 378407.3999999999, 404115.39999999997, 449176.3999999999, 465225.3999999999]",0.14356802584182082
7852,-4.40000000000002,1112,"[260105.59999999992, 369098.79999999993, 393327.7999999999, 436699.79999999993, 450480.7999999999]",0.14104814085133638
7853,-4.40000000000002,1113,"[254491.79999999993, 359912.1999999999, 382692.1999999999, 424405.1999999999, 435978.1999999999]",0.138454107382929
7854,-4.40000000000002,1114,"[248943.99999999994, 350847.5999999999, 372208.5999999999, 412292.59999999986, 421717.59999999986]",0.13578278397510887
7855,-4.40000000000002,1115,"[243462.19999999995, 341904.99999999994, 361876.9999999999, 400361.99999999994, 407698.9999999999]",0.133030859818566
7856,-4.40000000000002,1116,"[238046.39999999994, 333084.3999999999, 351697.39999999997, 388613.3999999999, 393922.39999999985]",0.13019484403329729
7857,-4.40000000000002,1117,"[232696.59999999992, 324385.79999999993, 341669.7999999999, 377046.79999999993, 380387.7999999999]",0.1272710542071704
7858,-4.40000000000002,1118,"[227412.79999999993, 315809.1999999999, 331794.1999999999, 365662.1999999999, 367095.1999999999]",0.12425560414725059
7859,-4.40000000000002,1119,"[222194.99999999997, 307354.5999999999, 322070.6, 354459.5999999999, 354044.59999999986]",0.12114439079345207
7860,-4.40000000000002,1120,"[217043.19999999995, 299021.99999999994, 312498.9999999999, 343438.99999999994, 341235.9999999999]",0.11793308024270047
7861,-4.40000000000002,1121,"[211957.39999999994, 290811.3999999999, 303079.39999999997, 332600.3999999999, 328669.3999999999]",0.11461709283097887
7862,-4.40000000000002,1122,"[206937.59999999992, 282722.79999999993, 293811.7999999999, 321943.79999999993, 316344.7999999999]",0.11119158722057891
7863,-4.40000000000002,1123,"[201983.79999999993, 274756.1999999999, 284696.1999999999, 311469.1999999999, 304262.1999999999]",0.10765144344087096
7864,-4.40000000000002,1124,"[197095.99999999997, 266911.5999999999, 275732.59999999986, 301176.5999999999, 292421.59999999986]",0.10435712344293094
7865,-4.40000000000002,1125,"[192274.19999999995, 259188.99999999994, 266920.9999999999, 291065.99999999994, 280822.9999999999]",0.10196358414636517
7866,-4.40000000000002,1126,"[187518.39999999994, 251588.3999999999, 258261.3999999999, 281137.3999999999, 269466.3999999999]",0.09948300122118126
7867,-4.40000000000002,1127,"[182828.59999999992, 244109.79999999993, 249753.79999999993, 271390.79999999993, 258351.79999999987]",0.09691093128281783
7868,-4.40000000000002,1128,"[178204.79999999993, 236753.19999999995, 241398.19999999992, 261826.19999999995, 247479.1999999999]",0.09424265155513409
7869,-4.40000000000002,1129,"[173646.99999999997, 229518.59999999992, 233194.59999999992, 252443.59999999995, 236848.5999999999]",0.09147314037619426
7870,-4.40000000000002,1130,"[169155.19999999995, 222405.99999999994, 225142.99999999988, 243242.9999999999, 226459.99999999988]",0.08859705642598839
7871,-4.40000000000002,1131,"[164729.39999999994, 215415.3999999999, 217243.39999999994, 234224.39999999988, 216313.3999999999]",0.08560871664602276
7872,-4.40000000000002,1132,"[160369.59999999995, 208546.79999999993, 209495.79999999993, 225387.79999999993, 206408.79999999993]",0.08250207283880316
7873,-4.40000000000002,1133,"[156075.8, 201800.19999999995, 201900.19999999995, 216733.19999999995, 196746.19999999992]",0.07927068696034209
7874,-4.40000000000002,1134,"[151847.99999999997, 195175.59999999992, 194456.59999999992, 208260.59999999995, 187325.59999999992]",0.07609484237189593
7875,-4.40000000000002,1135,"[147686.19999999995, 188672.99999999994, 187164.9999999999, 199969.9999999999, 178146.9999999999]",0.07724420756283099
7876,-4.40000000000002,1136,"[143590.39999999994, 182292.39999999994, 180025.39999999994, 191861.39999999988, 169210.39999999994]",0.0784128814966896
7877,-4.40000000000002,1137,"[139560.59999999995, 176033.79999999993, 173037.79999999993, 183934.79999999993, 160515.79999999993]",0.07960005896172626
7878,-4.40000000000002,1138,"[135596.8, 169897.19999999992, 166202.19999999995, 176190.19999999995, 152063.19999999992]",0.0808046906955138
7879,-4.40000000000002,1139,"[131698.99999999997, 163882.59999999992, 159518.59999999992, 168627.59999999995, 143852.59999999992]",0.08202543994088436
7880,-4.40000000000002,1140,"[127867.19999999995, 157989.9999999999, 152986.9999999999, 161246.9999999999, 135883.9999999999]",0.083260631608239
7881,-4.40000000000002,1141,"[124101.39999999995, 152219.39999999994, 146607.39999999994, 154048.39999999988, 128157.3999999999]",0.08450819276903396
7882,-4.40000000000002,1142,"[120401.59999999996, 146570.79999999993, 140379.79999999996, 147031.79999999993, 120672.79999999993]",0.085765582985017
7883,-4.40000000000002,1143,"[116767.79999999997, 141044.19999999995, 134304.19999999995, 140197.19999999995, 113430.19999999991]",0.0870297127218915
7884,-4.40000000000002,1144,"[113199.99999999997, 135639.59999999992, 128380.59999999995, 133544.59999999992, 106429.59999999993]",0.08829684780030406
7885,-4.40000000000002,1145,"[109698.19999999995, 130356.99999999994, 122608.99999999994, 127073.99999999993, 99670.99999999994]",0.0895624974974941
7886,-4.40000000000002,1146,"[106262.39999999997, 125196.39999999994, 116989.39999999994, 120785.39999999994, 93154.39999999992]",0.09082128352667558
7887,-4.40000000000002,1147,"[102892.59999999996, 120157.79999999993, 111521.79999999996, 114678.79999999993, 86879.79999999993]",0.09206678668712935
7888,-4.40000000000002,1148,"[99588.79999999997, 115241.19999999994, 106206.19999999994, 108754.19999999994, 80847.19999999994]",0.09329136749820222
7889,-4.40000000000002,1149,"[96350.99999999997, 110446.59999999995, 101042.59999999995, 103011.59999999995, 75056.59999999995]",0.0944859566123985
7890,-4.40000000000002,1150,"[93179.19999999997, 105773.99999999994, 96030.99999999994, 97450.99999999993, 69507.99999999994]",0.09906256873139391
7891,-4.40000000000002,1151,"[90073.39999999997, 101223.39999999994, 91171.39999999995, 92072.39999999995, 64201.39999999994]",0.10733870930979945
7892,-4.40000000000002,1152,"[87033.59999999998, 96794.79999999996, 86463.79999999996, 86875.79999999994, 59136.799999999945]",0.11589662189818632
7893,-4.40000000000002,1153,"[84059.79999999997, 92488.19999999997, 81908.19999999995, 81861.19999999995, 54314.19999999995]",0.12473466392453121
7894,-4.40000000000002,1154,"[81151.99999999997, 88303.59999999995, 77504.59999999995, 77028.59999999996, 49733.599999999955]",0.13384736906324063
7895,-4.40000000000002,1155,"[78310.19999999998, 84240.99999999994, 73252.99999999996, 72377.99999999994, 45394.999999999956]",0.1432243934280831
7896,-4.40000000000002,1156,"[75534.39999999997, 80300.39999999997, 69153.39999999995, 67909.39999999995, 41298.39999999996]",0.15284922620258767
7897,-4.40000000000002,1157,"[72824.59999999998, 76481.79999999996, 65205.79999999995, 63622.799999999945, 37443.79999999996]",0.16269762100622728
7898,-4.40000000000002,1158,"[70180.79999999997, 72785.19999999997, 61410.19999999996, 59518.19999999995, 33831.19999999995]",0.17291653791276285
7899,-4.40000000000002,1159,"[67602.99999999997, 69210.59999999995, 57766.59999999996, 55595.599999999955, 30460.599999999962]",0.1867067850072195
7900,-4.40000000000002,1160,"[65091.199999999975, 65757.99999999996, 54274.99999999996, 51854.99999999997, 27331.999999999964]",0.20080480887680893
7901,-4.40000000000002,1161,"[62645.39999999997, 62427.399999999965, 50935.39999999996, 48296.39999999997, 24445.39999999996]",0.2151413065326635
7902,-4.40000000000002,1162,"[60265.59999999997, 59218.79999999997, 47747.79999999996, 44919.79999999996, 21800.79999999997]",0.2296234112179895
7903,-4.40000000000002,1163,"[57951.799999999974, 56132.19999999997, 44712.19999999997, 41725.19999999996, 19398.19999999997]",0.24412958190174977
7904,-4.40000000000002,1164,"[55703.99999999998, 53167.59999999996, 41828.59999999998, 38712.59999999997, 17237.59999999997]",0.258503830624088
7905,-4.40000000000002,1165,"[53522.19999999998, 50324.99999999997, 39096.99999999998, 35881.99999999998, 15318.999999999976]",0.2725494114714144
7906,-4.40000000000002,1166,"[51406.39999999998, 47604.399999999965, 36517.39999999997, 33233.39999999997, 13642.39999999998]",0.28602223635446605
7907,-4.40000000000002,1167,"[49356.59999999997, 45005.799999999974, 34089.799999999974, 30766.799999999977, 12207.799999999981]",0.3009060426957747
7908,-4.40000000000002,1168,"[47372.799999999974, 42529.19999999997, 31814.19999999998, 28482.199999999975, 11015.199999999983]",0.31531533319769556
7909,-4.40000000000002,1169,"[45454.99999999998, 40174.59999999998, 29690.599999999973, 26379.599999999977, 10064.599999999986]",0.3284543674274074
7910,-4.40000000000002,1170,"[43603.19999999998, 37941.99999999998, 27718.999999999978, 24458.999999999975, 9355.999999999989]",0.33986100006150466
7911,-4.40000000000002,1171,"[41817.39999999999, 35831.39999999998, 25899.39999999998, 22720.399999999976, 8889.39999999999]",0.3490078278755237
7912,-4.40000000000002,1172,"[40097.59999999998, 33842.799999999974, 24231.79999999998, 21163.799999999985, 8664.799999999992]",0.35531152930294196
7913,-4.40000000000002,1173,"[38443.79999999998, 31976.19999999998, 22716.199999999986, 19789.199999999983, 8682.199999999995]",0.3581512997542918
7914,-4.40000000000002,1174,"[36855.99999999998, 30231.59999999998, 21352.59999999998, 18596.599999999984, 8941.599999999999]",0.3568981810406076
7915,-4.40000000000002,1175,"[35334.19999999998, 28608.99999999998, 20140.999999999985, 17585.99999999999, 9443.0]",0.35095596202791385
7916,-4.40000000000002,1176,"[33878.39999999999, 27108.399999999983, 19081.399999999987, 16757.399999999987, 10186.400000000003]",0.3398123574926176
7917,-4.40000000000002,1177,"[32488.599999999984, 25729.799999999985, 18173.79999999999, 16110.799999999988, 11171.800000000005]",0.3230964515967235
7918,-4.40000000000002,1178,"[31164.79999999998, 24473.199999999986, 17418.199999999993, 15646.199999999992, 12399.200000000006]",0.30063540042887527
7919,-4.40000000000002,1179,"[29906.999999999985, 23338.599999999988, 16814.59999999999, 15363.599999999995, 13868.600000000011]",0.2725010171976906
7920,-4.40000000000002,1180,"[28715.19999999999, 22325.99999999999, 16362.999999999995, 15262.999999999996, 15580.000000000011]",0.2390362269866213
7921,-4.40000000000002,1181,"[27589.399999999987, 21435.399999999987, 16063.399999999992, 15344.399999999996, 17533.400000000016]",0.2008533572872218
7922,-4.40000000000002,1182,"[26529.59999999999, 20666.799999999992, 15915.799999999994, 15607.799999999997, 19728.800000000017]",0.15959402247665805
7923,-4.40000000000002,1183,"[25535.79999999999, 20020.199999999993, 15920.199999999999, 16053.2, 22166.200000000023]",0.15857951604684659
