,b,delta,H,MAPE
595,-15.5,1125,"[-410547.0, -848510.0, -1108667.5, -1353577.5, -1895770.0]",0.3569541925045647
596,-15.5,1126,"[-415448.0, -856379.0, -1117661.5, -1363906.5, -1907659.0]",0.35581497721095756
597,-15.5,1127,"[-420283.0, -864126.0, -1126503.5, -1374053.5, -1919306.0]",0.3546993200885232
598,-15.5,1128,"[-425052.0, -871751.0, -1135193.5, -1384018.5, -1930711.0]",0.3536062446687035
599,-15.5,1129,"[-429755.0, -879254.0, -1143731.5, -1393801.5, -1941874.0]",0.3525348212706205
600,-15.5,1130,"[-434392.0, -886635.0, -1152117.5, -1403402.5, -1952795.0]",0.35148416407889604
601,-15.5,1131,"[-438963.0, -893894.0, -1160351.5, -1412821.5, -1963474.0]",0.3504534284327943
602,-15.5,1132,"[-443468.0, -901031.0, -1168433.5, -1422058.5, -1973911.0]",0.34944180830888716
603,-15.5,1133,"[-447907.0, -908046.0, -1176363.5, -1431113.5, -1984106.0]",0.348448533981131
604,-15.5,1134,"[-452280.0, -914939.0, -1184141.5, -1439986.5, -1994059.0]",0.34747286984375
605,-15.5,1135,"[-456587.0, -921710.0, -1191767.5, -1448677.5, -2003770.0]",0.3465141123836698
606,-15.5,1136,"[-460828.0, -928359.0, -1199241.5, -1457186.5, -2013239.0]",0.3455715882904589
607,-15.5,1137,"[-465003.0, -934886.0, -1206563.5, -1465513.5, -2022466.0]",0.34464465269281863
608,-15.5,1138,"[-469112.0, -941291.0, -1213733.5, -1473658.5, -2031451.0]",0.343732687511645
609,-15.5,1139,"[-473155.0, -947574.0, -1220751.5, -1481621.5, -2040194.0]",0.342835099920562
610,-15.5,1140,"[-477132.0, -953735.0, -1227617.5, -1489402.5, -2048695.0]",0.34195132090562186
611,-15.5,1141,"[-481043.0, -959774.0, -1234331.5, -1497001.5, -2056954.0]",0.3410808039165826
612,-15.5,1142,"[-484888.0, -965691.0, -1240893.5, -1504418.5, -2064971.0]",0.3402230236028202
613,-15.5,1143,"[-488667.0, -971486.0, -1247303.5, -1511653.5, -2072746.0]",0.33937747462751855
614,-15.5,1144,"[-492380.0, -977159.0, -1253561.5, -1518706.5, -2080279.0]",0.33854367055430756
615,-15.5,1145,"[-496027.0, -982710.0, -1259667.5, -1525577.5, -2087570.0]",0.3377211428010036
616,-15.5,1146,"[-499608.0, -988139.0, -1265621.5, -1532266.5, -2094619.0]",0.3369094396555372
617,-15.5,1147,"[-503123.0, -993446.0, -1271423.5, -1538773.5, -2101426.0]",0.3361081253495526
618,-15.5,1148,"[-506572.0, -998631.0, -1277073.5, -1545098.5, -2107991.0]",0.3353167791855195
619,-15.5,1149,"[-509955.0, -1003694.0, -1282571.5, -1551241.5, -2114314.0]",0.3345349947135277
620,-15.5,1150,"[-513272.0, -1008635.0, -1287917.5, -1557202.5, -2120395.0]",0.33376237895422867
621,-15.5,1151,"[-516523.0, -1013454.0, -1293111.5, -1562981.5, -2126234.0]",0.33299855166466436
622,-15.5,1152,"[-519708.0, -1018151.0, -1298153.5, -1568578.5, -2131831.0]",0.3322431446439658
623,-15.5,1153,"[-522827.0, -1022726.0, -1303043.5, -1573993.5, -2137186.0]",0.3314958010761343
624,-15.5,1154,"[-525880.0, -1027179.0, -1307781.5, -1579226.5, -2142299.0]",0.33075617490732057
625,-15.5,1155,"[-528867.0, -1031510.0, -1312367.5, -1584277.5, -2147170.0]",0.3300239302552076
626,-15.5,1156,"[-531788.0, -1035719.0, -1316801.5, -1589146.5, -2151799.0]",0.32929874084827543
627,-15.5,1157,"[-534643.0, -1039806.0, -1321083.5, -1593833.5, -2156186.0]",0.32858028949288187
628,-15.5,1158,"[-537432.0, -1043771.0, -1325213.5, -1598338.5, -2160331.0]",0.32786826756624
629,-15.5,1159,"[-540155.0, -1047614.0, -1329191.5, -1602661.5, -2164234.0]",0.32716237453350283
630,-15.5,1160,"[-542812.0, -1051335.0, -1333017.5, -1606802.5, -2167895.0]",0.3264623174872893
631,-15.5,1161,"[-545403.0, -1054934.0, -1336691.5, -1610761.5, -2171314.0]",0.3257678107080944
632,-15.5,1162,"[-547928.0, -1058411.0, -1340213.5, -1614538.5, -2174491.0]",0.32507857524412886
633,-15.5,1163,"[-550387.0, -1061766.0, -1343583.5, -1618133.5, -2177426.0]",0.3243943385092284
634,-15.5,1164,"[-552780.0, -1064999.0, -1346801.5, -1621546.5, -2180119.0]",0.3237148338975556
635,-15.5,1165,"[-555107.0, -1068110.0, -1349867.5, -1624777.5, -2182570.0]",0.3230398004138969
636,-15.5,1166,"[-557368.0, -1071099.0, -1352781.5, -1627826.5, -2184779.0]",0.32236898231843075
637,-15.5,1167,"[-559563.0, -1073966.0, -1355543.5, -1630693.5, -2186746.0]",0.3217021287849048
638,-15.5,1168,"[-561692.0, -1076711.0, -1358153.5, -1633378.5, -2188471.0]",0.32103899357122473
639,-15.5,1169,"[-563755.0, -1079334.0, -1360611.5, -1635881.5, -2189954.0]",0.32037933470150826
640,-15.5,1170,"[-565752.0, -1081835.0, -1362917.5, -1638202.5, -2191195.0]",0.3197229141587116
641,-15.5,1171,"[-567683.0, -1084214.0, -1365071.5, -1640341.5, -2192194.0]",0.31906949758697856
642,-15.5,1172,"[-569548.0, -1086471.0, -1367073.5, -1642298.5, -2192951.0]",0.3184188540029062
643,-15.5,1173,"[-571347.0, -1088606.0, -1368923.5, -1644073.5, -2193466.0]",0.3177707555149586
644,-15.5,1174,"[-573080.0, -1090619.0, -1370621.5, -1645666.5, -2193739.0]",0.31712497705029263
645,-15.5,1175,"[-574747.0, -1092510.0, -1372167.5, -1647077.5, -2193770.0]",0.3164812960882942
646,-15.5,1176,"[-576348.0, -1094279.0, -1373561.5, -1648306.5, -2193559.0]",0.31583949240014675
647,-15.5,1177,"[-577883.0, -1095926.0, -1374803.5, -1649353.5, -2193106.0]",0.315199347793783
648,-15.5,1178,"[-579352.0, -1097451.0, -1375893.5, -1650218.5, -2192411.0]",0.31456064586358934
649,-15.5,1179,"[-580755.0, -1098854.0, -1376831.5, -1650901.5, -2191474.0]",0.3139231717442529
650,-15.0,1115,"[-338111.0, -726815.0, -965350.0, -1186485.0, -1692505.0]",0.3728800191311695
651,-15.0,1116,"[-343672.0, -735904.0, -975864.0, -1198634.0, -1706814.0]",0.3713419049170229
652,-15.0,1117,"[-349167.0, -744871.0, -986226.0, -1210601.0, -1720881.0]",0.3698446010631824
653,-15.0,1118,"[-354596.0, -753716.0, -996436.0, -1222386.0, -1734706.0]",0.36838619948477236
654,-15.0,1119,"[-359959.0, -762439.0, -1006494.0, -1233989.0, -1748289.0]",0.36696490236090756
655,-15.0,1120,"[-365256.0, -771040.0, -1016400.0, -1245410.0, -1761630.0]",0.3655790141201023
656,-15.0,1121,"[-370487.0, -779519.0, -1026154.0, -1256649.0, -1774729.0]",0.36422693410974627
657,-15.0,1122,"[-375652.0, -787876.0, -1035756.0, -1267706.0, -1787586.0]",0.3629071498823121
658,-15.0,1123,"[-380751.0, -796111.0, -1045206.0, -1278581.0, -1800201.0]",0.36161823103841834
659,-15.0,1124,"[-385784.0, -804224.0, -1054504.0, -1289274.0, -1812574.0]",0.3603588235734219
660,-15.0,1125,"[-390751.0, -812215.0, -1063650.0, -1299785.0, -1824705.0]",0.35912764467995995
661,-15.0,1126,"[-395652.0, -820084.0, -1072644.0, -1310114.0, -1836594.0]",0.35792347796392626
662,-15.0,1127,"[-400487.0, -827831.0, -1081486.0, -1320261.0, -1848241.0]",0.3567451690358297
663,-15.0,1128,"[-405256.0, -835456.0, -1090176.0, -1330226.0, -1859646.0]",0.35559162144342443
664,-15.0,1129,"[-409959.0, -842959.0, -1098714.0, -1340009.0, -1870809.0]",0.3544617929149925
665,-15.0,1130,"[-414596.0, -850340.0, -1107100.0, -1349610.0, -1881730.0]",0.3533546918857489
666,-15.0,1131,"[-419167.0, -857599.0, -1115334.0, -1359029.0, -1892409.0]",0.35226937428258653
667,-15.0,1132,"[-423672.0, -864736.0, -1123416.0, -1368266.0, -1902846.0]",0.351204940544817
668,-15.0,1133,"[-428111.0, -871751.0, -1131346.0, -1377321.0, -1913041.0]",0.3501605328607358
669,-15.0,1134,"[-432484.0, -878644.0, -1139124.0, -1386194.0, -1922994.0]",0.3491353326017807
670,-15.0,1135,"[-436791.0, -885415.0, -1146750.0, -1394885.0, -1932705.0]",0.3481285579377788
671,-15.0,1136,"[-441032.0, -892064.0, -1154224.0, -1403394.0, -1942174.0]",0.347139461618327
672,-15.0,1137,"[-445207.0, -898591.0, -1161546.0, -1411721.0, -1951401.0]",0.34616732890673646
673,-15.0,1138,"[-449316.0, -904996.0, -1168716.0, -1419866.0, -1960386.0]",0.34521147565421256
674,-15.0,1139,"[-453359.0, -911279.0, -1175734.0, -1427829.0, -1969129.0]",0.3442712465030578
675,-15.0,1140,"[-457336.0, -917440.0, -1182600.0, -1435610.0, -1977630.0]",0.3433460132086873
676,-15.0,1141,"[-461247.0, -923479.0, -1189314.0, -1443209.0, -1985889.0]",0.34243517307115046
677,-15.0,1142,"[-465092.0, -929396.0, -1195876.0, -1450626.0, -1993906.0]",0.3415381474676614
678,-15.0,1143,"[-468871.0, -935191.0, -1202286.0, -1457861.0, -2001681.0]",0.34065438047837987
679,-15.0,1144,"[-472584.0, -940864.0, -1208544.0, -1464914.0, -2009214.0]",0.33978333759834123
680,-15.0,1145,"[-476231.0, -946415.0, -1214650.0, -1471785.0, -2016505.0]",0.33892450452903605
681,-15.0,1146,"[-479812.0, -951844.0, -1220604.0, -1478474.0, -2023554.0]",0.3380773860436821
682,-15.0,1147,"[-483327.0, -957151.0, -1226406.0, -1484981.0, -2030361.0]",0.33724150492071947
683,-15.0,1148,"[-486776.0, -962336.0, -1232056.0, -1491306.0, -2036926.0]",0.33641640094050956
684,-15.0,1149,"[-490159.0, -967399.0, -1237554.0, -1497449.0, -2043249.0]",0.33560162994061715
685,-15.0,1150,"[-493476.0, -972340.0, -1242900.0, -1503410.0, -2049330.0]",0.3347967629254282
686,-15.0,1151,"[-496727.0, -977159.0, -1248094.0, -1509189.0, -2055169.0]",0.33400138522618417
687,-15.0,1152,"[-499912.0, -981856.0, -1253136.0, -1514786.0, -2060766.0]",0.33321509570782204
688,-15.0,1153,"[-503031.0, -986431.0, -1258026.0, -1520201.0, -2066121.0]",0.3324375060192838
689,-15.0,1154,"[-506084.0, -990884.0, -1262764.0, -1525434.0, -2071234.0]",0.33166823988421124
690,-15.0,1155,"[-509071.0, -995215.0, -1267350.0, -1530485.0, -2076105.0]",0.3309069324291739
691,-15.0,1156,"[-511992.0, -999424.0, -1271784.0, -1535354.0, -2080734.0]",0.33015322954678705
692,-15.0,1157,"[-514847.0, -1003511.0, -1276066.0, -1540041.0, -2085121.0]",0.32940678729126766
693,-15.0,1158,"[-517636.0, -1007476.0, -1280196.0, -1544546.0, -2089266.0]",0.32866727130415335
694,-15.0,1159,"[-520359.0, -1011319.0, -1284174.0, -1548869.0, -2093169.0]",0.32793435626806905
695,-15.0,1160,"[-523016.0, -1015040.0, -1288000.0, -1553010.0, -2096830.0]",0.32720772538657206
696,-15.0,1161,"[-525607.0, -1018639.0, -1291674.0, -1556969.0, -2100249.0]",0.32648706988824194
697,-15.0,1162,"[-528132.0, -1022116.0, -1295196.0, -1560746.0, -2103426.0]",0.32577208855330325
698,-15.0,1163,"[-530591.0, -1025471.0, -1298566.0, -1564341.0, -2106361.0]",0.32506248726118064
699,-15.0,1164,"[-532984.0, -1028704.0, -1301784.0, -1567754.0, -2109054.0]",0.324357978557493
700,-15.0,1165,"[-535311.0, -1031815.0, -1304850.0, -1570985.0, -2111505.0]",0.32365828123908186
701,-15.0,1166,"[-537572.0, -1034804.0, -1307764.0, -1574034.0, -2113714.0]",0.3229631199557605
702,-15.0,1167,"[-539767.0, -1037671.0, -1310526.0, -1576901.0, -2115681.0]",0.32227222482754475
703,-15.0,1168,"[-541896.0, -1040416.0, -1313136.0, -1579586.0, -2117406.0]",0.32158533107620246
704,-15.0,1169,"[-543959.0, -1043039.0, -1315594.0, -1582089.0, -2118889.0]",0.32090217867002246
705,-15.0,1170,"[-545956.0, -1045540.0, -1317900.0, -1584410.0, -2120130.0]",0.320222511980763
706,-15.0,1171,"[-547887.0, -1047919.0, -1320054.0, -1586549.0, -2121129.0]",0.31954607945179747
707,-15.0,1172,"[-549752.0, -1050176.0, -1322056.0, -1588506.0, -2121886.0]",0.3188726332765211
708,-15.0,1173,"[-551551.0, -1052311.0, -1323906.0, -1590281.0, -2122401.0]",0.3182019290861312
709,-15.0,1174,"[-553284.0, -1054324.0, -1325604.0, -1591874.0, -2122674.0]",0.31753372564593185
710,-15.0,1175,"[-554951.0, -1056215.0, -1327150.0, -1593285.0, -2122705.0]",0.3168677845593515
711,-15.0,1176,"[-556552.0, -1057984.0, -1328544.0, -1594514.0, -2122494.0]",0.31620386997889516
712,-15.0,1177,"[-558087.0, -1059631.0, -1329786.0, -1595561.0, -2122041.0]",0.31554174832328247
713,-15.0,1178,"[-559556.0, -1061156.0, -1330876.0, -1596426.0, -2121346.0]",0.314881188000048
714,-15.0,1179,"[-560959.0, -1062559.0, -1331814.0, -1597109.0, -2120409.0]",0.31422195913290424
715,-14.5,1115,"[-318315.0, -690520.0, -920332.5, -1132692.5, -1621440.0]",0.3761503640595307
716,-14.5,1116,"[-323876.0, -699609.0, -930846.5, -1144841.5, -1635749.0]",0.3745031913936491
717,-14.5,1117,"[-329371.0, -708576.0, -941208.5, -1156808.5, -1649816.0]",0.3729015959780851
718,-14.5,1118,"[-334800.0, -717421.0, -951418.5, -1168593.5, -1663641.0]",0.3713433807415164
719,-14.5,1119,"[-340163.0, -726144.0, -961476.5, -1180196.5, -1677224.0]",0.3698264801224268
720,-14.5,1120,"[-345460.0, -734745.0, -971382.5, -1191617.5, -1690565.0]",0.36834895019427333
721,-14.5,1121,"[-350691.0, -743224.0, -981136.5, -1202856.5, -1703664.0]",0.3669089596617293
722,-14.5,1122,"[-355856.0, -751581.0, -990738.5, -1213913.5, -1716521.0]",0.36550478163945904
723,-14.5,1123,"[-360955.0, -759816.0, -1000188.5, -1224788.5, -1729136.0]",0.36413478613501316
724,-14.5,1124,"[-365988.0, -767929.0, -1009486.5, -1235481.5, -1741509.0]",0.3627974331662759
725,-14.5,1125,"[-370955.0, -775920.0, -1018632.5, -1245992.5, -1753640.0]",0.36149126645163543
726,-14.5,1126,"[-375856.0, -783789.0, -1027626.5, -1256321.5, -1765529.0]",0.3602149076178289
727,-14.5,1127,"[-380691.0, -791536.0, -1036468.5, -1266468.5, -1777176.0]",0.35896705087637126
728,-14.5,1128,"[-385460.0, -799161.0, -1045158.5, -1276433.5, -1788581.0]",0.35774645812471645
729,-14.5,1129,"[-390163.0, -806664.0, -1053696.5, -1286216.5, -1799744.0]",0.3565519544329187
730,-14.5,1130,"[-394800.0, -814045.0, -1062082.5, -1295817.5, -1810665.0]",0.35538242388064145
731,-14.5,1131,"[-399371.0, -821304.0, -1070316.5, -1305236.5, -1821344.0]",0.3542368057129651
732,-14.5,1132,"[-403876.0, -828441.0, -1078398.5, -1314473.5, -1831781.0]",0.35311409078664535
733,-14.5,1133,"[-408315.0, -835456.0, -1086328.5, -1323528.5, -1841976.0]",0.35201331828130267
734,-14.5,1134,"[-412688.0, -842349.0, -1094106.5, -1332401.5, -1851929.0]",0.35093357265255065
735,-14.5,1135,"[-416995.0, -849120.0, -1101732.5, -1341092.5, -1861640.0]",0.34987398080630744
736,-14.5,1136,"[-421236.0, -855769.0, -1109206.5, -1349601.5, -1871109.0]",0.34883370947553755
737,-14.5,1137,"[-425411.0, -862296.0, -1116528.5, -1357928.5, -1880336.0]",0.3478119627824546
738,-14.5,1138,"[-429520.0, -868701.0, -1123698.5, -1366073.5, -1889321.0]",0.3468079799708101
739,-14.5,1139,"[-433563.0, -874984.0, -1130716.5, -1374036.5, -1898064.0]",0.3458210332943234
740,-14.5,1140,"[-437540.0, -881145.0, -1137582.5, -1381817.5, -1906565.0]",0.34485042604858435
741,-14.5,1141,"[-441451.0, -887184.0, -1144296.5, -1389416.5, -1914824.0]",0.34389549073491327
742,-14.5,1142,"[-445296.0, -893101.0, -1150858.5, -1396833.5, -1922841.0]",0.3429555873456901
743,-14.5,1143,"[-449075.0, -898896.0, -1157268.5, -1404068.5, -1930616.0]",0.34203010176159826
744,-14.5,1144,"[-452788.0, -904569.0, -1163526.5, -1411121.5, -1938149.0]",0.3411184442520588
745,-14.5,1145,"[-456435.0, -910120.0, -1169632.5, -1417992.5, -1945440.0]",0.3402200480708927
746,-14.5,1146,"[-460016.0, -915549.0, -1175586.5, -1424681.5, -1952489.0]",0.33933436813992224
747,-14.5,1147,"[-463531.0, -920856.0, -1181388.5, -1431188.5, -1959296.0]",0.33846087981384293
748,-14.5,1148,"[-466980.0, -926041.0, -1187038.5, -1437513.5, -1965861.0]",0.3375990777202523
749,-14.5,1149,"[-470363.0, -931104.0, -1192536.5, -1443656.5, -1972184.0]",0.33674847466922603
750,-14.5,1150,"[-473680.0, -936045.0, -1197882.5, -1449617.5, -1978265.0]",0.33590860062728956
751,-14.5,1151,"[-476931.0, -940864.0, -1203076.5, -1455396.5, -1984104.0]",0.33507900175104766
752,-14.5,1152,"[-480116.0, -945561.0, -1208118.5, -1460993.5, -1989701.0]",0.3342592394761106
753,-14.5,1153,"[-483235.0, -950136.0, -1213008.5, -1466408.5, -1995056.0]",0.3334488896572997
754,-14.5,1154,"[-486288.0, -954589.0, -1217746.5, -1471641.5, -2000169.0]",0.33264754175642375
755,-14.5,1155,"[-489275.0, -958920.0, -1222332.5, -1476692.5, -2005040.0]",0.3318547980742036
756,-14.5,1156,"[-492196.0, -963129.0, -1226766.5, -1481561.5, -2009669.0]",0.33107027302317943
757,-14.5,1157,"[-495051.0, -967216.0, -1231048.5, -1486248.5, -2014056.0]",0.33029359243867074
758,-14.5,1158,"[-497840.0, -971181.0, -1235178.5, -1490753.5, -2018201.0]",0.32952439292507474
759,-14.5,1159,"[-500563.0, -975024.0, -1239156.5, -1495076.5, -2022104.0]",0.32876232123498295
760,-14.5,1160,"[-503220.0, -978745.0, -1242982.5, -1499217.5, -2025765.0]",0.3280070336787772
761,-14.5,1161,"[-505811.0, -982344.0, -1246656.5, -1503176.5, -2029184.0]",0.3272581955625281
762,-14.5,1162,"[-508336.0, -985821.0, -1250178.5, -1506953.5, -2032361.0]",0.32651548065216873
763,-14.5,1163,"[-510795.0, -989176.0, -1253548.5, -1510548.5, -2035296.0]",0.32577857066205407
764,-14.5,1164,"[-513188.0, -992409.0, -1256766.5, -1513961.5, -2037989.0]",0.32504715476613927
765,-14.5,1165,"[-515515.0, -995520.0, -1259832.5, -1517192.5, -2040440.0]",0.3243209291301256
766,-14.5,1166,"[-517776.0, -998509.0, -1262746.5, -1520241.5, -2042649.0]",0.32359959646302816
767,-14.5,1167,"[-519971.0, -1001376.0, -1265508.5, -1523108.5, -2044616.0]",0.3228828655867107
768,-14.5,1168,"[-522100.0, -1004121.0, -1268118.5, -1525793.5, -2046341.0]",0.3221704510220257
769,-14.5,1169,"[-524163.0, -1006744.0, -1270576.5, -1528296.5, -2047824.0]",0.3214620725902706
770,-14.5,1170,"[-526160.0, -1009245.0, -1272882.5, -1530617.5, -2049065.0]",0.32075745502874936
771,-14.5,1171,"[-528091.0, -1011624.0, -1275036.5, -1532756.5, -2050064.0]",0.3200563276192906
772,-14.5,1172,"[-529956.0, -1013881.0, -1277038.5, -1534713.5, -2050821.0]",0.3193584238286341
773,-14.5,1173,"[-531755.0, -1016016.0, -1278888.5, -1536488.5, -2051336.0]",0.3186634809596532
774,-14.5,1174,"[-533488.0, -1018029.0, -1280586.5, -1538081.5, -2051609.0]",0.31797123981242625
775,-14.5,1175,"[-535155.0, -1019920.0, -1282132.5, -1539492.5, -2051640.0]",0.317281444354219
776,-14.5,1176,"[-536756.0, -1021689.0, -1283526.5, -1540721.5, -2051429.0]",0.3165938413974743
777,-14.5,1177,"[-538291.0, -1023336.0, -1284768.5, -1541768.5, -2050976.0]",0.3159081802849449
778,-14.5,1178,"[-539760.0, -1024861.0, -1285858.5, -1542633.5, -2050281.0]",0.3152242125811335
779,-14.5,1179,"[-541163.0, -1026264.0, -1286796.5, -1543316.5, -2049344.0]",0.314541691769233
780,-14.0,1115,"[-298519.0, -654225.0, -875315.0, -1078900.0, -1550375.0]",0.37975229139211913
781,-14.0,1116,"[-304080.0, -663314.0, -885829.0, -1091049.0, -1564684.0]",0.3779813331511773
782,-14.0,1117,"[-309575.0, -672281.0, -896191.0, -1103016.0, -1578751.0]",0.37626157558181106
783,-14.0,1118,"[-315004.0, -681126.0, -906401.0, -1114801.0, -1592576.0]",0.3745904690505754
784,-14.0,1119,"[-320367.0, -689849.0, -916459.0, -1126404.0, -1606159.0]",0.37296562227557384
785,-14.0,1120,"[-325664.0, -698450.0, -926365.0, -1137825.0, -1619500.0]",0.3713847900209949
786,-14.0,1121,"[-330895.0, -706929.0, -936119.0, -1149064.0, -1632599.0]",0.36984586191539
787,-14.0,1122,"[-336060.0, -715286.0, -945721.0, -1160121.0, -1645456.0]",0.36834685227553826
788,-14.0,1123,"[-341159.0, -723521.0, -955171.0, -1170996.0, -1658071.0]",0.36688589083172785
789,-14.0,1124,"[-346192.0, -731634.0, -964469.0, -1181689.0, -1670444.0]",0.36546121426242245
790,-14.0,1125,"[-351159.0, -739625.0, -973615.0, -1192200.0, -1682575.0]",0.36407115845685933
791,-14.0,1126,"[-356060.0, -747494.0, -982609.0, -1202529.0, -1694464.0]",0.3627141514333487
792,-14.0,1127,"[-360895.0, -755241.0, -991451.0, -1212676.0, -1706111.0]",0.3613887068491123
793,-14.0,1128,"[-365664.0, -762866.0, -1000141.0, -1222641.0, -1717516.0]",0.36009341804456574
794,-14.0,1129,"[-370367.0, -770369.0, -1008679.0, -1232424.0, -1728679.0]",0.3588269525711484
795,-14.0,1130,"[-375004.0, -777750.0, -1017065.0, -1242025.0, -1739600.0]",0.3575880471572631
796,-14.0,1131,"[-379575.0, -785009.0, -1025299.0, -1251444.0, -1750279.0]",0.3563755030716892
797,-14.0,1132,"[-384080.0, -792146.0, -1033381.0, -1260681.0, -1760716.0]",0.35518818184807344
798,-14.0,1133,"[-388519.0, -799161.0, -1041311.0, -1269736.0, -1770911.0]",0.3540250013378528
799,-14.0,1134,"[-392892.0, -806054.0, -1049089.0, -1278609.0, -1780864.0]",0.35288493206227856
800,-14.0,1135,"[-397199.0, -812825.0, -1056715.0, -1287300.0, -1790575.0]",0.35176699383716015
801,-14.0,1136,"[-401440.0, -819474.0, -1064189.0, -1295809.0, -1800044.0]",0.35067025264655577
802,-14.0,1137,"[-405615.0, -826001.0, -1071511.0, -1304136.0, -1809271.0]",0.3495938177439669
803,-14.0,1138,"[-409724.0, -832406.0, -1078681.0, -1312281.0, -1818256.0]",0.348536838961666
804,-14.0,1139,"[-413767.0, -838689.0, -1085699.0, -1320244.0, -1826999.0]",0.3474985042106334
805,-14.0,1140,"[-417744.0, -844850.0, -1092565.0, -1328025.0, -1835500.0]",0.34647803715523484
806,-14.0,1141,"[-421655.0, -850889.0, -1099279.0, -1335624.0, -1843759.0]",0.3454746950482472
807,-14.0,1142,"[-425500.0, -856806.0, -1105841.0, -1343041.0, -1851776.0]",0.3444877667131653
808,-14.0,1143,"[-429279.0, -862601.0, -1112251.0, -1350276.0, -1859551.0]",0.3435165706619109
809,-14.0,1144,"[-432992.0, -868274.0, -1118509.0, -1357329.0, -1867084.0]",0.3425604533371319
810,-14.0,1145,"[-436639.0, -873825.0, -1124615.0, -1364200.0, -1874375.0]",0.3416187874692394
811,-14.0,1146,"[-440220.0, -879254.0, -1130569.0, -1370889.0, -1881424.0]",0.3406909705391946
812,-14.0,1147,"[-443735.0, -884561.0, -1136371.0, -1377396.0, -1888231.0]",0.3397764233388374
813,-14.0,1148,"[-447184.0, -889746.0, -1142021.0, -1383721.0, -1894796.0]",0.33887458862124814
814,-14.0,1149,"[-450567.0, -894809.0, -1147519.0, -1389864.0, -1901119.0]",0.3379849298342738
815,-14.0,1150,"[-453884.0, -899750.0, -1152865.0, -1395825.0, -1907200.0]",0.33710692993092034
816,-14.0,1151,"[-457135.0, -904569.0, -1158059.0, -1401604.0, -1913039.0]",0.3362400902508328
817,-14.0,1152,"[-460320.0, -909266.0, -1163101.0, -1407201.0, -1918636.0]",0.33538392946755874
818,-14.0,1153,"[-463439.0, -913841.0, -1167991.0, -1412616.0, -1923991.0]",0.33453798259671486
819,-14.0,1154,"[-466492.0, -918294.0, -1172729.0, -1417849.0, -1929104.0]",0.3337018000605643
820,-14.0,1155,"[-469479.0, -922625.0, -1177315.0, -1422900.0, -1933975.0]",0.33287494680486657
821,-14.0,1156,"[-472400.0, -926834.0, -1181749.0, -1427769.0, -1938604.0]",0.33205700146418005
822,-14.0,1157,"[-475255.0, -930921.0, -1186031.0, -1432456.0, -1942991.0]",0.3312475555720892
823,-14.0,1158,"[-478044.0, -934886.0, -1190161.0, -1436961.0, -1947136.0]",0.3304462128130935
824,-14.0,1159,"[-480767.0, -938729.0, -1194139.0, -1441284.0, -1951039.0]",0.3296525883131384
825,-14.0,1160,"[-483424.0, -942450.0, -1197965.0, -1445425.0, -1954700.0]",0.3288663079659838
826,-14.0,1161,"[-486015.0, -946049.0, -1201639.0, -1449384.0, -1958119.0]",0.32808700779281486
827,-14.0,1162,"[-488540.0, -949526.0, -1205161.0, -1453161.0, -1961296.0]",0.327314333332673
828,-14.0,1163,"[-490999.0, -952881.0, -1208531.0, -1456756.0, -1964231.0]",0.3265479390614611
829,-14.0,1164,"[-493392.0, -956114.0, -1211749.0, -1460169.0, -1966924.0]",0.32578748783742323
830,-14.0,1165,"[-495719.0, -959225.0, -1214815.0, -1463400.0, -1969375.0]",0.3250326503711409
831,-14.0,1166,"[-497980.0, -962214.0, -1217729.0, -1466449.0, -1971584.0]",0.32428310471821575
832,-14.0,1167,"[-500175.0, -965081.0, -1220491.0, -1469316.0, -1973551.0]",0.3235385357929215
833,-14.0,1168,"[-502304.0, -967826.0, -1223101.0, -1472001.0, -1975276.0]",0.32279863490121663
834,-14.0,1169,"[-504367.0, -970449.0, -1225559.0, -1474504.0, -1976759.0]",0.32206309929160326
835,-14.0,1170,"[-506364.0, -972950.0, -1227865.0, -1476825.0, -1978000.0]",0.3213316317224072
836,-14.0,1171,"[-508295.0, -975329.0, -1230019.0, -1478964.0, -1978999.0]",0.3206039400441311
837,-14.0,1172,"[-510160.0, -977586.0, -1232021.0, -1480921.0, -1979756.0]",0.3198797367956089
838,-14.0,1173,"[-511959.0, -979721.0, -1233871.0, -1482696.0, -1980271.0]",0.3191587388127497
839,-14.0,1174,"[-513692.0, -981734.0, -1235569.0, -1484289.0, -1980544.0]",0.31844066684872463
840,-14.0,1175,"[-515359.0, -983625.0, -1237115.0, -1485700.0, -1980575.0]",0.3177252452044975
841,-14.0,1176,"[-516960.0, -985394.0, -1238509.0, -1486929.0, -1980364.0]",0.31701220136865116
842,-14.0,1177,"[-518495.0, -987041.0, -1239751.0, -1487976.0, -1979911.0]",0.31630126566550365
843,-14.0,1178,"[-519964.0, -988566.0, -1240841.0, -1488841.0, -1979216.0]",0.3155921709105437
844,-14.0,1179,"[-521367.0, -989969.0, -1241779.0, -1489524.0, -1978279.0]",0.3148846520722504
845,-13.5,1115,"[-278723.0, -617930.0, -830297.5, -1025107.5, -1479310.0]",0.38373892320403236
846,-13.5,1116,"[-284284.0, -627019.0, -840811.5, -1037256.5, -1493619.0]",0.38182648103311
847,-13.5,1117,"[-289779.0, -635986.0, -851173.5, -1049223.5, -1507686.0]",0.37997193256431694
